,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
9151,2446,0.058127,0.053377,-0.012823,0.855828,0.040434,-0.515677,0.174535,0.915899,0.361477,0.486924,-0.399366,0.776795,0.007922,-0.007367,0.019477,0.362502,-0.185412,-0.11138,-0.910959,0.076915,0.027864,-0.036677,0.715602,-0.212171,-0.665503,0.21001,0.974022,-0.084711,0.666189,-0.079143,0.741571,-0.007165,-0.000277,-0.000109,-0.000993,0.014708,-0.029573,-0.780875,1
9152,2447,0.058395,0.053076,-0.012119,0.855555,0.046586,-0.51561,0.165121,0.919373,0.357053,0.490672,-0.390617,0.778883,0.008148,-0.009749,0.017323,0.486147,-0.226213,-0.106579,-0.909816,0.076863,0.027829,-0.036704,0.715752,-0.21191,-0.665425,0.209817,0.97408,-0.084518,0.666088,-0.079124,0.741663,-0.000064,-0.000665,-0.00055,0.000002,0.000011,-0.000015,-0.781528,1
9153,2448,0.058523,0.052929,-0.011833,0.854825,0.048643,-0.516629,0.162583,0.920361,0.35567,0.492786,-0.388031,0.77884,0.000777,-0.00561,0.012836,-0.047141,-0.031514,-0.029824,-0.912429,0.076846,0.027814,-0.036717,0.71584,-0.211757,-0.66538,0.209704,0.974115,-0.084405,0.66603,-0.079112,0.741716,-0.00008,-0.000823,-0.000683,0.000001,0.000005,-0.000015,-0.782181,1
9154,2449,0.058716,0.052762,-0.011393,0.853876,0.050917,-0.517978,0.159964,0.921361,0.354266,0.495283,-0.385357,0.778584,0.006992,-0.000367,0.00783,-0.041453,-0.022967,0.021359,-0.914388,0.076806,0.027787,-0.036738,0.716006,-0.211465,-0.665294,0.209487,0.97418,-0.08419,0.665919,-0.07909,0.741818,-0.000037,-0.000366,-0.000303,0.000006,-0.000005,-0.000002,-0.783324,1
9155,2450,0.058807,0.052806,-0.011163,0.855465,0.052743,-0.515166,0.156388,0.922042,0.354092,0.49368,-0.38348,0.780527,-0.000356,0.003539,0.003131,-0.021408,0.096212,-0.141128,-0.914552,0.076766,0.027767,-0.036754,0.71602,-0.211444,-0.665285,0.209471,0.974184,-0.084174,0.665909,-0.079088,0.741827,-0.000061,-0.000621,-0.000515,0.000003,0.000008,-0.000003,-0.78365,1
9156,2451,0.058865,0.052933,-0.011099,0.855981,0.053221,-0.514259,0.155719,0.921957,0.354607,0.492997,-0.383617,0.780891,-0.000859,0.007442,-0.002308,0.033971,-0.007365,0.02241,-0.916511,0.076712,0.027762,-0.036758,0.714748,-0.2132,-0.666092,0.20971,0.973912,-0.086697,0.667199,-0.077719,0.740812,0.000004,0.000032,0.000028,-0.001615,0.00106,-0.001342,-0.783487,1
9157,2452,0.058902,0.052976,-0.011092,0.856318,0.05357,-0.513661,0.155215,0.921926,0.354907,0.49257,-0.383642,0.781148,0.006719,0.001179,0.000293,0.000021,-0.013844,0.032206,-0.917491,0.07668,0.027764,-0.036755,0.714757,-0.213193,-0.666085,0.209712,0.973913,-0.086682,0.667189,-0.077729,0.74082,0.000002,0.000024,0.000022,-0.000211,0.000133,-0.00019,-0.783487,1
9158,2453,0.058966,0.052997,-0.011094,0.856948,0.054275,-0.512536,0.154294,0.921817,0.355592,0.491764,-0.383806,0.781575,-0.000028,0.000286,0.00025,-0.001335,0.000907,0.002036,-0.915205,0.076584,0.027763,-0.036748,0.713581,-0.214784,-0.666834,0.209845,0.973669,-0.089059,0.668405,-0.076381,0.739864,-0.000034,-0.00033,-0.000274,-0.001179,0.000782,-0.000995,-0.783487,1
9159,2454,0.059038,0.053045,-0.011053,0.85723,0.054539,-0.512035,0.153955,0.921745,0.355925,0.491378,-0.38394,0.781752,0.006585,0.002494,0.001454,0.00318,-0.030533,0.054523,-0.916185,0.076422,0.027739,-0.036745,0.712464,-0.216276,-0.667546,0.209922,0.973442,-0.091334,0.669571,-0.07506,0.738944,-0.007157,-0.000114,0.000022,-0.005017,0.017344,-0.032859,-0.783977,1
9160,2455,0.059064,0.05309,-0.011024,0.857495,0.054852,-0.511559,0.153546,0.921703,0.356209,0.491045,-0.383995,0.781934,-0.000203,0.002024,0.001785,-0.014975,0.110496,-0.163951,-0.916838,0.076335,0.027712,-0.03674,0.711604,-0.215303,-0.668777,0.20968,0.973588,-0.090324,0.670561,-0.075954,0.737954,-0.007182,-0.000347,-0.000172,-0.121359,-0.438179,-0.233918,-0.78463,1
9161,2456,0.059112,0.053173,-0.010956,0.857974,0.055435,-0.510693,0.152811,0.921611,0.356765,0.490437,-0.384135,0.782247,-0.000182,0.001799,0.001583,0.001497,-0.01562,0.02465,-0.917981,0.076129,0.02764,-0.036722,0.709378,-0.21723,-0.670517,0.210438,0.973206,-0.092659,0.672679,-0.075372,0.736084,-0.007226,-0.005971,0.004056,-0.03631,0.030144,-0.047637,-0.786263,1
9162,2457,0.059161,0.053247,-0.010898,0.858171,0.055643,-0.510338,0.152538,0.921571,0.356985,0.490176,-0.3842,0.782379,-0.000228,0.002244,0.001974,0.001731,-0.015703,0.024435,-0.918307,0.075894,0.02754,-0.036695,0.707574,-0.220021,-0.671511,0.211685,0.972647,-0.095634,0.674185,-0.074481,0.734795,-0.000144,-0.001358,-0.001125,-0.001893,0.001292,-0.001528,-0.786753,1
9163,2458,0.059183,0.053288,-0.010864,0.85821,0.05567,-0.510269,0.152497,0.921563,0.357023,0.49012,-0.384216,0.782406,-0.00019,0.001862,0.001637,-0.000256,0.000199,0.000437,-0.91896,0.075779,0.027484,-0.036673,0.707429,-0.220325,-0.671566,0.212092,0.972557,-0.095655,0.674211,-0.074765,0.734743,-0.007247,-0.006043,0.003993,-0.036937,0.026775,-0.048657,-0.786753,1
9164,2459,0.059223,0.05339,-0.010787,0.858283,0.055717,-0.510142,0.15241,0.921559,0.357071,0.490021,-0.384218,0.782467,-0.000312,0.00305,0.002676,0.001881,-0.015788,0.0242,-0.91994,0.075566,0.02737,-0.036631,0.705656,-0.223021,-0.672539,0.213345,0.972001,-0.098475,0.675671,-0.073993,0.733479,-0.007235,-0.000689,-0.000465,0.00443,-0.069948,0.149388,-0.786263,1
9165,2460,0.059251,0.053519,-0.010679,0.858368,0.055798,-0.509989,0.152298,0.921542,0.357161,0.489906,-0.384246,0.782525,-0.001027,0.008977,-0.000976,0.038486,-0.024787,0.04303,-0.918634,0.075401,0.027259,-0.036587,0.705264,-0.223787,-0.672696,0.214258,0.971782,-0.098653,0.675791,-0.074554,0.733311,-0.007237,-0.000677,-0.000458,-0.000983,0.014717,-0.029567,-0.786426,1
9166,2461,0.059244,0.053643,-0.010571,0.857021,0.055904,-0.512239,0.153393,0.921349,0.357192,0.491919,-0.384695,0.78104,-0.000309,0.003008,0.002627,0.002564,-0.012575,0.022907,-0.91994,0.07528,0.02717,-0.03656,0.704992,-0.224321,-0.672804,0.21491,0.971627,-0.09876,0.675869,-0.074967,0.733198,-0.000068,-0.00061,-0.000504,0.000006,-0.000005,0.000001,-0.78659,1
9167,2462,0.059237,0.053701,-0.010527,0.856952,0.05578,-0.512369,0.153517,0.921376,0.35707,0.492001,-0.384649,0.781011,-0.000276,0.00268,0.00234,0.002057,-0.015453,0.023851,-0.919124,0.075241,0.027128,-0.036547,0.704905,-0.224498,-0.672836,0.215162,0.971572,-0.098756,0.675879,-0.075154,0.733169,-0.000059,-0.005672,0.004191,-0.035673,0.011932,-0.018877,-0.786426,1
9168,2463,0.059212,0.053841,-0.010463,0.856953,0.055755,-0.512369,0.15342,0.921468,0.356873,0.492029,-0.384431,0.781101,-0.000249,0.002436,0.002124,0.002014,-0.01593,0.023982,-0.918797,0.075184,0.027053,-0.036528,0.703451,-0.226587,-0.673657,0.215823,0.971164,-0.101287,0.677182,-0.07414,0.732069,-0.000101,-0.00091,-0.00076,-0.000865,0.000559,-0.000728,-0.78659,1
9169,2464,0.059202,0.053939,-0.010424,0.857278,0.056182,-0.511778,0.152798,0.921479,0.357111,0.491656,-0.384342,0.781379,-0.000138,0.001335,0.001161,-0.000008,0.000019,0.000063,-0.919451,0.075144,0.026984,-0.036499,0.703145,-0.227166,-0.673782,0.216477,0.971,-0.101462,0.677291,-0.074516,0.731931,-0.000033,-0.000286,-0.000238,-0.000008,0.000007,-0.000022,-0.78659,1
9170,2465,0.059253,0.054035,-0.010354,0.857051,0.055823,-0.512197,0.153208,0.921533,0.356796,0.491924,-0.384265,0.781249,-0.000269,0.00262,0.002277,0.002032,-0.01594,0.02393,-0.918634,0.075111,0.02694,-0.036461,0.702968,-0.22751,-0.67385,0.216921,0.970897,-0.101506,0.677333,-0.074816,0.731861,0.000001,0.000033,0.00003,0.006274,-0.08479,0.17979,-0.786426,1
9171,2466,0.05927,0.054071,-0.010305,0.857217,0.056046,-0.511895,0.152971,0.921472,0.357055,0.491708,-0.384379,0.781329,-0.000187,0.001808,0.00157,-0.000067,0.000004,-0.000009,-0.916838,0.075095,0.02693,-0.036449,0.703032,-0.227408,-0.673817,0.2169,0.970915,-0.101373,0.677273,-0.074882,0.73191,0,0.000019,0.000018,-0.000013,-0.000013,-0.000015,-0.78659,1
9172,2467,0.059306,0.054124,-0.01021,0.857322,0.056187,-0.511703,0.152902,0.921371,0.357346,0.491546,-0.384601,0.781321,-0.000265,0.002563,0.00222,0.002049,-0.015954,0.023925,-0.918961,0.074969,0.026897,-0.036374,0.702029,-0.228715,-0.67442,0.217017,0.970687,-0.103286,0.678275,-0.073851,0.731086,-0.007091,-0.004342,0.005404,-0.040189,0.028744,-0.050926,-0.787243,1
9173,2468,0.059345,0.054188,-0.01012,0.857416,0.056302,-0.511533,0.152833,0.921293,0.357576,0.491404,-0.384771,0.781327,-0.000214,0.002055,0.001779,0.002037,-0.015969,0.023918,-0.919451,0.074834,0.026806,-0.036295,0.700524,-0.230941,-0.675227,0.217984,0.970213,-0.105681,0.67952,-0.073156,0.729999,-0.0072,-0.005302,0.004602,-0.032209,-0.056768,0.129936,-0.788223,1
9174,2469,0.059375,0.0542,-0.010073,0.857487,0.056397,-0.511403,0.152793,0.921218,0.357785,0.491292,-0.384935,0.781316,0.006549,0.002306,0.00126,0.001989,-0.015224,0.029219,-0.919451,0.074709,0.026746,-0.036256,0.698956,-0.233228,-0.676064,0.218784,0.969739,-0.108347,0.680876,-0.072183,0.728831,-0.007238,-0.005605,0.00435,-0.04012,0.028942,-0.051307,-0.788386,1
9175,2470,0.059458,0.054193,-0.009976,0.857588,0.056532,-0.51122,0.152848,0.921026,0.358256,0.4911,-0.385375,0.78122,-0.000115,0.001086,0.000936,-0.000009,0.00001,-0.000012,-0.91994,0.074499,0.02664,-0.036234,0.69839,-0.234297,-0.67628,0.219857,0.969443,-0.108817,0.681111,-0.072688,0.728562,-0.000197,-0.006798,0.003255,-0.03572,0.012031,-0.018905,-0.788059,1
14029,1680,0.016483,0.039374,-0.019453,-0.866866,-0.032156,0.497501,0.262201,-0.878157,0.400111,0.424019,0.477288,0.769677,-0.000002,-0.000012,-0.000006,0.000006,0.000007,0.000026,0.523385,0.065179,0.053119,-0.041609,0.07972,0.349634,-0.933488,0.364855,-0.881718,-0.299085,-0.927644,-0.316745,-0.197857,-0.000397,-0.004938,0.004637,-0.061413,-0.150775,-0.112034,-0.800306,1
14030,1681,0.016453,0.03937,-0.019448,-0.866795,-0.032243,0.49762,0.262341,-0.878135,0.400067,0.424079,0.477323,0.769622,-0.000001,-0.000011,-0.000007,0.000007,0.000019,0.000013,0.523548,0.065188,0.053078,-0.041577,0.080125,0.352931,-0.932211,0.364301,-0.880889,-0.302189,-0.927827,-0.315393,-0.199155,-0.000322,-0.004668,0.004756,-0.040757,0.035088,-0.011072,-0.803409,1
14031,1682,0.016449,0.039365,-0.019445,-0.866707,-0.032324,0.497767,0.262489,-0.878113,0.400019,0.424166,0.477358,0.769552,-0.000001,-0.000003,-0.000003,0.000013,0.000001,0.000013,0.523385,0.065167,0.053109,-0.041515,0.083846,0.360461,-0.928997,0.353189,-0.882507,-0.310545,-0.931786,-0.302074,-0.201305,0.000773,0.002852,0.001258,0.002682,-0.009516,0.018755,-0.79949,1
14032,1683,0.016474,0.039353,-0.019438,-0.866678,-0.032324,0.497818,0.262547,-0.878074,0.400066,0.42419,0.47743,0.769494,0.000057,0.000552,0.000468,0.000009,-0.000009,0.000018,0.523548,0.065153,0.053272,-0.041477,0.087977,0.367274,-0.925942,0.342453,-0.88404,-0.318116,-0.935406,-0.289105,-0.203549,0.000883,0.003249,0.001431,0.001721,0.002104,-0.004373,-0.801123,1
14033,1684,0.016495,0.039337,-0.019414,-0.867113,-0.034419,0.49692,0.262881,-0.878986,0.397838,0.423093,0.475602,0.771228,0.000163,-0.005579,0.003859,0.000089,-0.024627,-0.050989,0.523385,0.065174,0.053423,-0.04139,0.089893,0.36933,-0.92494,0.336948,-0.885214,-0.320719,-0.937221,-0.282827,-0.20402,0.001286,0.004734,0.002073,-0.003076,0.079797,-0.154323,-0.799816,1
14034,1685,0.016505,0.03932,-0.019403,-0.867079,-0.034429,0.496978,0.263033,-0.878854,0.39803,0.423068,0.475846,0.771092,-0.000003,-0.000014,-0.000013,-0.009183,0.005536,0.002967,0.523385,0.065169,0.053507,-0.041332,0.092165,0.37384,-0.922902,0.331346,-0.88554,-0.325617,-0.938996,-0.275789,-0.205486,0.001226,0.004515,0.001975,0.001639,0.002425,-0.006954,-0.798837,1
14035,1686,0.016526,0.039272,-0.019374,-0.867454,-0.036131,0.496203,0.263336,-0.879538,0.396315,0.422111,0.474454,0.772473,0.000163,-0.005588,0.003854,0.120536,-0.232144,0.042741,0.523385,0.065188,0.053734,-0.041251,0.09589,0.38765,-0.916805,0.326033,-0.882473,-0.339033,-0.940482,-0.266399,-0.211007,0.001407,0.005177,0.002248,0.002201,-0.008715,0.016012,-0.804062,1
14036,1687,0.01653,0.039262,-0.019325,-0.867723,-0.037582,0.495623,0.263738,-0.880001,0.395017,0.421304,0.473481,0.77351,0.0001,0.00098,0.000831,0.347114,-0.287869,-0.216067,0.523548,0.065221,0.053953,-0.041186,0.096436,0.391168,-0.915252,0.326284,-0.881151,-0.342214,-0.940339,-0.265631,-0.212607,0.001486,0.005472,0.002366,0.001333,-0.012718,0.025036,-0.808634,1
14037,1688,0.016534,0.039268,-0.019288,-0.867931,-0.0385,0.495189,0.26396,-0.880297,0.394208,0.420737,0.472856,0.7742,0.000183,0.001765,0.001493,-0.013267,-0.008781,0.02707,0.523548,0.065228,0.054111,-0.041152,0.099549,0.390701,-0.915118,0.326216,-0.881672,-0.340935,-0.940038,-0.264587,-0.215222,-0.003629,0.008392,0.003881,-0.017694,-0.070495,-0.009162,-0.803409,1
14038,1689,0.016527,0.039276,-0.01919,-0.868738,-0.042662,0.49343,0.264846,-0.881886,0.390043,0.418509,0.469528,0.777427,0.000173,0.001677,0.001418,-0.002533,-0.006952,-0.010672,0.523548,0.065216,0.054527,-0.041034,0.102494,0.389071,-0.915487,0.32584,-0.88269,-0.338652,-0.939852,-0.263592,-0.217246,-0.002696,0.011767,0.005299,-0.02054,0.0781,-0.15653,-0.802756,1
14039,1690,0.016509,0.039255,-0.019103,-0.868647,-0.042528,0.493601,0.265133,-0.881538,0.390632,0.418516,0.470191,0.777022,0.000079,0.000783,0.000661,-0.000793,0.000957,0.00091,0.523385,0.065144,0.054913,-0.040709,0.112835,0.386154,-0.915506,0.318197,-0.886909,-0.334875,-0.941285,-0.253526,-0.222948,0.003558,0.013074,0.00553,-0.018608,-0.020662,0.085251,-0.806675,1
14040,1691,0.016503,0.039239,-0.019052,-0.868568,-0.042563,0.493737,0.265337,-0.881407,0.390791,0.41855,0.470436,0.776856,0.000103,0.001009,0.000852,0.001672,-0.016885,0.023534,0.523548,0.065123,0.05538,-0.040339,0.11523,0.386175,-0.915199,0.316851,-0.887497,-0.334592,-0.941448,-0.251427,-0.224627,0.00411,0.01509,0.006297,-0.003165,0.056671,-0.09732,-0.813369,1
14041,1692,0.016515,0.039232,-0.019033,-0.86852,-0.042584,0.493821,0.265437,-0.881354,0.390841,0.418588,0.470532,0.776777,0.000205,-0.005172,0.004208,-0.035916,0.015054,-0.01539,0.523548,0.065122,0.055655,-0.040165,0.115058,0.385877,-0.915346,0.316563,-0.887666,-0.334416,-0.941566,-0.251288,-0.224289,-0.001288,0.016743,0.007223,0.002643,-0.023663,0.047922,-0.81239,1
14042,1693,0.01653,0.039192,-0.019009,-0.868275,-0.04277,0.494234,0.265883,-0.881217,0.390847,0.418812,0.470772,0.776511,-0.000005,-0.000035,-0.000031,0.000114,0.000105,0.000205,0.523385,0.065105,0.056326,-0.039869,0.114759,0.384233,-0.916075,0.316329,-0.888299,-0.332955,-0.941682,-0.251572,-0.223484,-0.000457,0.01966,0.008314,0.003142,-0.037622,0.073152,-0.809777,1
14043,1694,0.016515,0.039171,-0.019,-0.868133,-0.042898,0.494472,0.266144,-0.881151,0.390818,0.41894,0.470883,0.776374,-0.000012,-0.000111,-0.000094,0.000089,0.000072,0.000131,0.523548,0.065181,0.057072,-0.039536,0.117796,0.383555,-0.915974,0.315786,-0.888983,-0.331642,-0.941489,-0.250186,-0.22584,0.004766,0.017455,0.007002,-0.011609,0.063874,-0.094241,-0.807491,1
14044,1695,0.0165,0.039164,-0.019006,-0.868072,-0.042965,0.494574,0.266247,-0.881143,0.390766,0.419002,0.470892,0.776335,-0.000087,-0.000827,-0.000697,-0.0014,0.017126,-0.023058,0.523385,0.065253,0.057394,-0.039397,0.121355,0.380258,-0.916884,0.315269,-0.890646,-0.327649,-0.941211,-0.249303,-0.227968,0.004652,0.017056,0.006786,0.003052,-0.667564,-0.23327,-0.805368,1
14045,1696,0.016457,0.039129,-0.019033,-0.867877,-0.043175,0.494898,0.266572,-0.881117,0.390603,0.419199,0.470922,0.776211,-0.000157,-0.001497,-0.001265,-0.001413,0.017109,-0.023098,0.523548,0.065409,0.057988,-0.039083,0.12817,0.374512,-0.91832,0.313892,-0.893674,-0.320651,-0.940767,-0.247156,-0.232099,0.00382,0.010623,0.010726,-0.058649,-0.161628,-0.007162,-0.797857,1
14046,1697,0.016433,0.039091,-0.019064,-0.867734,-0.043321,0.495135,0.266803,-0.881099,0.390487,0.419347,0.470943,0.776118,-0.000042,-0.000398,-0.000335,0.000025,0.000026,0.00005,0.523548,0.065577,0.058351,-0.038786,0.139244,0.375192,-0.916428,0.311791,-0.894985,-0.319039,-0.939891,-0.24131,-0.241604,0.001974,0.003879,0.008042,-0.059007,-0.441434,-0.182792,-0.79753,1
14047,1698,0.016403,0.039089,-0.019063,-0.867671,-0.043403,0.49524,0.26692,-0.881089,0.39043,0.419404,0.470954,0.776081,0.000083,0.000787,0.000665,0.001487,-0.017051,0.0232,0.523385,0.06572,0.058339,-0.038493,0.151523,0.374163,-0.914899,0.30836,-0.897288,-0.315891,-0.939123,-0.234254,-0.251337,0.000708,-0.000781,0.006232,-0.072559,-0.167174,-0.079495,-0.807164,1
14048,1699,0.016389,0.039098,-0.019055,-0.86759,-0.04349,0.495374,0.267054,-0.881078,0.390362,0.419486,0.470966,0.776029,0.000066,0.000627,0.000531,0.000019,0.000018,0.000023,0.523385,0.065762,0.058285,-0.038358,0.154316,0.373825,-0.914571,0.306923,-0.898,-0.315265,-0.939139,-0.232053,-0.253312,0.000534,-0.001419,0.005988,-0.059514,-0.050337,-0.020286,-0.806675,1
14049,1700,0.016336,0.039106,-0.019045,-0.867483,-0.043633,0.495549,0.267254,-0.881061,0.390264,0.41958,0.470985,0.775967,0.000005,0.000054,0.000046,0.000004,0.000016,0.000018,0.523548,0.065786,0.058076,-0.038088,0.153955,0.380888,-0.911713,0.315397,-0.893387,-0.319973,-0.936387,-0.238291,-0.257673,-0.000467,-0.005127,0.004577,-0.040521,0.034073,-0.012637,-0.805858,1
14050,1701,0.016257,0.039108,-0.019038,-0.867243,-0.04392,0.495942,0.267675,-0.881025,0.390055,0.419807,0.471025,0.77582,-0.000002,-0.000004,-0.000002,0,0.000006,0.000015,0.523385,0.065787,0.057708,-0.037819,0.15744,0.393548,-0.905721,0.323477,-0.887112,-0.329233,-0.933046,-0.241146,-0.26697,-0.001327,-0.011763,0.008588,-0.086755,-0.033841,0.115449,-0.802919,1
14051,1702,0.016233,0.039113,-0.019033,-0.8672,-0.04398,0.496013,0.267758,-0.881018,0.390015,0.419844,0.471033,0.775795,0,0.000014,0.000012,0,0.000004,0.000012,0.523385,0.065757,0.05749,-0.037642,0.159438,0.39492,-0.904774,0.33221,-0.88451,-0.327533,-0.929631,-0.248354,-0.272221,-0.006905,-0.014574,0.014389,-0.14038,0.027131,-0.103386,-0.808634,1
14052,1703,0.016184,0.039117,-0.019026,-0.867104,-0.04411,0.49617,0.267939,-0.881003,0.389926,0.419928,0.471049,0.775739,-0.000001,-0.000009,-0.000007,0.000001,0.000001,0.000008,0.523385,0.065738,0.05699,-0.037226,0.167602,0.405705,-0.898505,0.358592,-0.874056,-0.327775,-0.918324,-0.267261,-0.291977,-0.001224,-0.011404,0.008764,-0.10703,-0.498657,-0.299665,-0.811247,1
14053,1704,0.016178,0.039109,-0.019026,-0.867075,-0.044138,0.496217,0.267995,-0.880987,0.389924,0.419951,0.471077,0.77571,0.000001,0.000003,0.000003,0.000003,0.000001,0.000002,0.523548,0.065722,0.05645,-0.036854,0.167091,0.410604,-0.896373,0.384352,-0.864354,-0.324291,-0.907938,-0.290337,-0.302243,-0.001294,-0.011622,0.008477,5.060235,0.532194,1.577734,-0.803245,1
14054,1705,0.016183,0.039109,-0.019026,-0.867086,-0.044124,0.4962,0.267975,-0.880988,0.389933,0.419941,0.471075,0.775716,0.000001,0.000002,0.000003,0.000004,-0.000007,0.000006,0.523385,0.06567,0.056186,-0.036633,0.163929,0.405521,-0.899266,0.394983,-0.862316,-0.316857,-0.903944,-0.303252,-0.301533,-0.001504,-0.015927,0.013644,-0.109524,-0.015477,0.145206,-0.799,1
14055,1706,0.016178,0.039103,-0.019031,-0.867055,-0.044156,0.496251,0.268026,-0.880984,0.389908,0.419972,0.47108,0.775697,-0.000031,-0.000299,-0.000251,-0.000002,0.000009,0,0.523385,0.065537,0.05566,-0.036093,0.157054,0.396233,-0.904617,0.408062,-0.860173,-0.30592,-0.899343,-0.321094,-0.296781,-0.00626,-0.012104,0.015471,-0.098328,-0.033098,0.135308,-0.803246,1
14056,1707,0.016176,0.03908,-0.019037,-0.86693,-0.044267,0.496459,0.268238,-0.880943,0.389854,0.420095,0.471146,0.775591,-0.000023,-0.000225,-0.000189,-0.000003,0,0.000003,0.523385,0.065493,0.055066,-0.035494,0.156084,0.400756,-0.902791,0.419668,-0.8543,-0.306674,-0.894156,-0.331006,-0.301527,-0.001551,-0.016106,0.013653,-0.116647,-0.179504,-0.15755,-0.808961,1
14057,1708,0.016147,0.039059,-0.019022,-0.866826,-0.044377,0.49663,0.268464,-0.880866,0.389871,0.420164,0.471279,0.775472,0.000001,0.000011,0.000011,0.000002,0.000013,-0.000005,0.523385,0.065577,0.054484,-0.035031,0.166282,0.397506,-0.902407,0.440225,-0.848811,-0.292779,-0.882355,-0.348578,-0.316135,0.004941,-0.010113,0.009052,-0.043949,-0.580005,-0.559911,-0.813369,1
