,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
11,-0.353245,-0.654537,0.66843,0.935529,-0.248386,0.251175,0.001625,0.714062,0.700079,-0.718191,-0.233623,-0.655454,-0.177355,-0.849387,0.497077,-0.672863,0.473245,0.568588,1.0
12,-0.341141,-0.655646,0.673609,0.939359,-0.264466,0.218314,0.03501,0.707237,0.706107,-0.73845,-0.184404,-0.648602,-0.210929,-0.850438,0.481936,-0.640468,0.492695,0.58911,1.0
13,-0.305119,-0.669284,0.677465,0.950974,-0.251846,0.179498,0.050482,0.699021,0.713315,-0.75827,-0.128965,-0.639056,-0.249703,-0.848035,0.467422,-0.602224,0.514007,0.610837,1.0
14,-0.288227,-0.67703,0.677167,0.956079,-0.242814,0.164177,0.053273,0.694745,0.717279,-0.765519,-0.105898,-0.634637,-0.263209,-0.84851,0.459076,-0.587111,0.518474,0.621678,1.0
15,-0.260637,-0.692608,0.672578,0.963808,-0.227118,0.139611,0.056059,0.684624,0.726736,-0.778744,-0.054178,-0.624997,-0.296786,-0.845908,0.443121,-0.552698,0.530569,0.642666,1.0
16,-0.244644,-0.706768,0.663798,0.968403,-0.212289,0.130876,0.048418,0.674842,0.736371,-0.789621,0.002037,-0.613589,-0.333341,-0.840983,0.426181,-0.515151,0.541056,0.664738,1.0
17,-0.214762,-0.722282,0.657407,0.976568,-0.168306,0.134111,0.01378,0.670806,0.741503,-0.79808,0.045619,-0.60082,-0.359521,-0.836239,0.414064,-0.483541,0.546464,0.683787,1.0
18,-0.210264,-0.724696,0.656204,0.977599,-0.16229,0.134018,0.009373,0.669684,0.742586,-0.801458,0.070818,-0.593842,-0.377044,-0.830596,0.409814,-0.464221,0.552354,0.69239,1.0
19,-0.199137,-0.728322,0.65566,0.979961,-0.145073,0.136484,-0.004286,0.669701,0.742617,-0.806889,0.121332,-0.578106,-0.407917,-0.822301,0.396765,-0.427238,0.555966,0.712999,1.0
20,-0.179438,-0.733923,0.655101,0.983448,-0.116806,0.138513,-0.025138,0.669113,0.742734,-0.810752,0.170192,-0.560102,-0.437645,-0.811666,0.386863,-0.388775,0.558776,0.732545,1.0
21,-0.171706,-0.736062,0.654773,0.984579,-0.105643,0.139436,-0.033462,0.668618,0.742851,-0.810284,0.191731,-0.553784,-0.451,-0.807425,0.380346,-0.374216,0.557945,0.740715,1.0
22,-0.152852,-0.737248,0.658103,0.987137,-0.082335,0.137037,-0.046845,0.670585,0.740351,-0.81024,0.231369,-0.538497,-0.472926,-0.800797,0.367512,-0.346196,0.552442,0.758258,1.0
23,-0.137211,-0.740648,0.657733,0.988539,-0.060188,0.138445,-0.062952,0.669191,0.740418,-0.804299,0.279309,-0.524489,-0.504927,-0.786595,0.355411,-0.313291,0.550685,0.773688,1.0
24,-0.124285,-0.741334,0.659527,0.989567,-0.043791,0.137255,-0.07287,0.669705,0.739042,-0.803359,0.294918,-0.517336,-0.513542,-0.782923,0.351147,-0.301475,0.547771,0.780421,1.0
25,-0.09372,-0.744207,0.66134,0.991035,-0.006215,0.133449,-0.095203,0.667919,0.738119,-0.799501,0.319008,-0.50895,-0.527778,-0.777637,0.341658,-0.286787,0.541768,0.790088,1.0
26,-0.055594,-0.746495,0.663064,0.990549,0.042155,0.130511,-0.125377,0.664054,0.737097,-0.790115,0.355164,-0.499575,-0.552329,-0.765953,0.32901,-0.265799,0.535887,0.801358,1.0
27,-0.035432,-0.74707,0.663799,0.989506,0.06687,0.128077,-0.140071,0.661372,0.736862,-0.783989,0.382324,-0.489069,-0.56775,-0.760199,0.31584,-0.251037,0.525284,0.813053,1.0
28,-0.020816,-0.74857,0.662728,0.98828,0.084856,0.12689,-0.151223,0.657603,0.73803,-0.781726,0.393028,-0.484183,-0.573329,-0.7584,0.310035,-0.245352,0.519959,0.818196,1.0
29,0.00126,-0.747281,0.664507,0.985294,0.114464,0.126853,-0.170857,0.654575,0.736436,-0.76874,0.424052,-0.478767,-0.594608,-0.74957,0.290835,-0.23554,0.508255,0.828369,1.0
30,0.015293,-0.748527,0.662927,0.983166,0.131984,0.126345,-0.182069,0.649836,0.737945,-0.757596,0.450194,-0.472622,-0.611603,-0.742546,0.273067,-0.228011,0.495933,0.83789,1.0
31,0.023463,-0.748387,0.662845,0.981448,0.14344,0.12721,-0.190281,0.647564,0.737869,-0.751451,0.459342,-0.473628,-0.619308,-0.738631,0.266233,-0.227545,0.493383,0.83952,1.0
32,0.046932,-0.749389,0.660464,0.975488,0.176687,0.131158,-0.214983,0.63812,0.739313,-0.74425,0.469133,-0.475399,-0.627277,-0.735413,0.256301,-0.229376,0.488959,0.841608,1.0
33,0.062864,-0.754096,0.653748,0.970724,0.198354,0.135457,-0.231822,0.626094,0.744488,-0.736506,0.476585,-0.480026,-0.632554,-0.736673,0.23914,-0.239652,0.479771,0.84403,1.0
34,0.089452,-0.755117,0.649457,0.962865,0.232334,0.137514,-0.254731,0.613039,0.747859,-0.730672,0.490932,-0.474449,-0.639472,-0.735544,0.223716,-0.239149,0.466861,0.851379,1.0
35,0.094374,-0.756795,0.646803,0.961457,0.237824,0.137983,-0.258251,0.608851,0.75007,-0.730294,0.496115,-0.469617,-0.640184,-0.736926,0.217033,-0.2384,0.459139,0.855777,1.0
36,0.10139,-0.759778,0.642227,0.960391,0.243176,0.136066,-0.259554,0.602993,0.75434,-0.728768,0.505373,-0.462054,-0.642048,-0.738885,0.204504,-0.238054,0.445697,0.86295,1.0
37,0.11176,-0.765885,0.633189,0.957574,0.253324,0.137397,-0.265633,0.590971,0.761702,-0.72701,0.512947,-0.456443,-0.643976,-0.740017,0.194083,-0.238221,0.435039,0.868326,1.0
38,0.111362,-0.77047,0.627674,0.957539,0.252199,0.139688,-0.265924,0.585467,0.76584,-0.727366,0.516579,-0.451756,-0.644508,-0.740312,0.191174,-0.235684,0.430213,0.871417,1.0
39,0.108815,-0.773405,0.624501,0.957572,0.250204,0.143012,-0.266859,0.582444,0.767818,-0.725399,0.524499,-0.445754,-0.646905,-0.740743,0.181144,-0.23518,0.419762,0.876635,1.0
40,0.107828,-0.774304,0.623558,0.957693,0.249239,0.143885,-0.266826,0.581663,0.768421,-0.720803,0.533702,-0.442271,-0.65071,-0.740842,0.166517,-0.238783,0.407817,0.881287,1.0
41,0.110961,-0.774347,0.622956,0.957773,0.250619,0.140926,-0.265251,0.581013,0.769457,-0.716838,0.54048,-0.440481,-0.653306,-0.741365,0.153519,-0.243583,0.397817,0.884538,1.0
42,0.111482,-0.773882,0.62344,0.957684,0.251175,0.140535,-0.26535,0.581392,0.769136,-0.714815,0.54391,-0.439545,-0.65465,-0.741481,0.147095,-0.245909,0.392894,0.886093,1.0
43,0.112683,-0.772995,0.624323,0.957542,0.252278,0.139528,-0.265358,0.582093,0.768603,-0.709866,0.548988,-0.441249,-0.65715,-0.741674,0.134431,-0.253462,0.385395,0.887257,1.0
44,0.113214,-0.773628,0.623443,0.957269,0.252993,0.140103,-0.266115,0.580941,0.769213,-0.703778,0.552576,-0.446492,-0.659658,-0.741601,0.121978,-0.263717,0.380378,0.886434,1.0
45,0.113581,-0.773334,0.62374,0.957335,0.253095,0.139468,-0.265721,0.581288,0.769087,-0.702042,0.554407,-0.446956,-0.660548,-0.741485,0.117793,-0.266106,0.377932,0.886766,1.0
46,0.114403,-0.772696,0.624381,0.957364,0.253574,0.138393,-0.265263,0.581927,0.768762,-0.69454,0.560327,-0.451272,-0.663269,-0.741683,0.099899,-0.278725,0.368699,0.886776,1.0
47,0.115172,-0.772154,0.624909,0.957266,0.254282,0.137771,-0.265284,0.582337,0.768443,-0.689329,0.559676,-0.459986,-0.661785,-0.744798,0.08553,-0.294728,0.363371,0.883796,1.0
48,0.115424,-0.771981,0.625076,0.957196,0.254595,0.137677,-0.265425,0.58243,0.768324,-0.692291,0.552912,-0.463703,-0.654911,-0.751244,0.081985,-0.303024,0.360442,0.882189,1.0
49,0.115666,-0.77183,0.625219,0.957039,0.255091,0.137856,-0.265889,0.582414,0.768176,-0.692947,0.545979,-0.470882,-0.648208,-0.757727,0.075327,-0.315674,0.357427,0.878973,1.0
50,0.115433,-0.772016,0.625032,0.956974,0.255079,0.138327,-0.266223,0.582172,0.768244,-0.697264,0.533341,-0.478925,-0.635114,-0.769436,0.067798,-0.332343,0.351446,0.875233,1.0
51,0.114861,-0.772428,0.624628,0.956992,0.25467,0.138952,-0.266405,0.581805,0.768459,-0.696737,0.529402,-0.484036,-0.631187,-0.773064,0.063033,-0.340821,0.349434,0.872774,1.0
52,0.114361,-0.772787,0.624275,0.957047,0.254226,0.139384,-0.266421,0.581522,0.768668,-0.699468,0.523875,-0.486105,-0.625217,-0.778052,0.061133,-0.34619,0.346682,0.871758,1.0
53,0.113506,-0.773397,0.623676,0.95709,0.253578,0.140266,-0.266632,0.580994,0.768994,-0.699512,0.519944,-0.490244,-0.621097,-0.78164,0.057229,-0.353439,0.344522,0.869703,1.0
54,0.112916,-0.773859,0.623211,0.957022,0.253333,0.141174,-0.267129,0.580486,0.769205,-0.702245,0.511405,-0.495293,-0.611517,-0.789531,0.051818,-0.364549,0.339269,0.867178,1.0
55,0.112626,-0.774114,0.622945,0.956947,0.253294,0.141749,-0.267519,0.580162,0.769314,-0.704067,0.505385,-0.498873,-0.604596,-0.795096,0.047801,-0.372495,0.335272,0.865355,1.0
56,0.114152,-0.775184,0.621336,0.95691,0.253883,0.140942,-0.267003,0.578474,0.770763,-0.703622,0.498286,-0.506582,-0.596028,-0.802016,0.038977,-0.386866,0.329363,0.861309,1.0
57,0.116326,-0.776407,0.619402,0.956788,0.254936,0.139868,-0.266503,0.576367,0.772512,-0.702638,0.492494,-0.513564,-0.588728,-0.80774,0.030874,-0.399622,0.324043,0.857494,1.0
58,0.121786,-0.77939,0.614588,0.957172,0.256076,0.135072,-0.262655,0.571817,0.777197,-0.70296,0.486586,-0.518729,-0.581346,-0.813273,0.024937,-0.409735,0.319091,0.854574,1.0
59,0.123573,-0.780503,0.612816,0.957237,0.256545,0.133719,-0.261583,0.570087,0.778828,-0.70364,0.481514,-0.522526,-0.57487,-0.817991,0.020339,-0.417628,0.314696,0.85238,1.0
60,0.127195,-0.782404,0.609643,0.9573,0.257706,0.131006,-0.259608,0.566948,0.781774,-0.703102,0.475497,-0.528724,-0.566819,-0.823739,0.012949,-0.429374,0.308796,0.848694,1.0
61,0.129033,-0.783246,0.608173,0.957124,0.258769,0.130191,-0.259349,0.565298,0.783055,-0.698388,0.477591,-0.533066,-0.568646,-0.822541,0.008062,-0.434619,0.308757,0.846034,1.0
62,0.129161,-0.783204,0.6082,0.956937,0.259247,0.130622,-0.259978,0.565138,0.782962,-0.700487,0.472248,-0.535068,-0.561968,-0.827139,0.005675,-0.439896,0.304666,0.844789,1.0
63,0.131114,-0.784176,0.606527,0.956904,0.260017,0.129319,-0.259116,0.563434,0.784474,-0.698104,0.469696,-0.540403,-0.557577,-0.830123,-0.00122,-0.449175,0.300465,0.841404,1.0
64,0.13096,-0.784279,0.606427,0.956747,0.260267,0.129984,-0.259776,0.563175,0.784441,-0.700291,0.462429,-0.54383,-0.548032,-0.836438,-0.005537,-0.457441,0.294159,0.839176,1.0
65,0.131088,-0.784212,0.606486,0.95663,0.260592,0.130187,-0.26014,0.563117,0.784362,-0.700324,0.456189,-0.549033,-0.538881,-0.842288,-0.012479,-0.468137,0.287124,0.835707,1.0
66,0.133145,-0.785111,0.604874,0.956853,0.260868,0.127978,-0.258269,0.561736,0.785969,-0.700113,0.454555,-0.550654,-0.536373,-0.843853,-0.014628,-0.471321,0.285115,0.834604,1.0
67,0.132762,-0.785217,0.604819,0.956787,0.260813,0.128584,-0.258711,0.561613,0.785912,-0.700474,0.450592,-0.553445,-0.530501,-0.84748,-0.018548,-0.477392,0.280611,0.832678,1.0
68,0.132606,-0.785335,0.6047,0.956783,0.260724,0.128792,-0.258806,0.561489,0.785969,-0.700917,0.444305,-0.557949,-0.523859,-0.851568,-0.020027,-0.48403,0.278249,0.829633,1.0
69,0.132571,-0.78536,0.604676,0.956776,0.260718,0.128857,-0.258849,0.561457,0.785978,-0.701679,0.44187,-0.558924,-0.520376,-0.853663,-0.021596,-0.486676,0.275698,0.828936,1.0
70,0.13221,-0.785624,0.604412,0.956838,0.26036,0.129119,-0.258804,0.561254,0.786138,-0.703438,0.434523,-0.562462,-0.512664,-0.858309,-0.021918,-0.49229,0.272936,0.826531,1.0
71,0.133807,-0.786862,0.602447,0.957118,0.260226,0.127302,-0.256941,0.559579,0.787941,-0.706806,0.425459,-0.565162,-0.500111,-0.865565,-0.026153,-0.500312,0.264159,0.824564,1.0
72,0.13314,-0.787196,0.602159,0.957008,0.260087,0.128411,-0.257699,0.559175,0.787981,-0.707031,0.418296,-0.570205,-0.491723,-0.870278,-0.02871,-0.508246,0.260085,0.821,1.0
73,0.133029,-0.787308,0.602037,0.956922,0.260199,0.128825,-0.258075,0.558965,0.788006,-0.709479,0.409974,-0.573201,-0.482967,-0.875184,-0.028172,-0.513207,0.25685,0.818929,1.0
74,0.134944,-0.788359,0.600232,0.957005,0.260678,0.127227,-0.256768,0.557257,0.789641,-0.708863,0.402265,-0.579391,-0.476084,-0.87896,-0.027782,-0.520438,0.256146,0.814575,1.0
75,0.134648,-0.788421,0.600218,0.956841,0.260884,0.128036,-0.257534,0.557074,0.789521,-0.712056,0.393832,-0.581267,-0.464038,-0.885259,-0.031349,-0.526919,0.247409,0.813107,1.0
76,0.134616,-0.788463,0.600169,0.956774,0.261006,0.128291,-0.257801,0.556957,0.789517,-0.712655,0.387397,-0.584846,-0.45713,-0.888833,-0.031726,-0.532121,0.244741,0.810523,1.0
77,0.134601,-0.788492,0.600135,0.956752,0.261041,0.128386,-0.257891,0.5569,0.789527,-0.714705,0.382991,-0.585246,-0.451124,-0.89186,-0.032727,-0.534492,0.240628,0.810194,1.0
78,0.136474,-0.78943,0.598476,0.956974,0.261221,0.126343,-0.256074,0.555484,0.791115,-0.716868,0.368034,-0.592157,-0.436941,-0.898996,-0.029777,-0.543306,0.237392,0.805272,1.0
79,0.138204,-0.790388,0.596813,0.957163,0.261398,0.124531,-0.254434,0.554037,0.792657,-0.718639,0.350593,-0.600534,-0.417728,-0.908067,-0.03025,-0.555931,0.229121,0.799026,1.0
80,0.140021,-0.791327,0.595142,0.957354,0.261609,0.122607,-0.252717,0.552595,0.794211,-0.717617,0.345818,-0.604512,-0.413674,-0.909947,-0.029473,-0.560266,0.22892,0.79605,1.0
81,0.143933,-0.792885,0.592128,0.957518,0.262678,0.118987,-0.249882,0.549848,0.79701,-0.716026,0.338124,-0.610719,-0.405588,-0.913554,-0.030265,-0.568159,0.22603,0.791268,1.0
82,0.147637,-0.794517,0.58902,0.9576,0.263797,0.115809,-0.247394,0.546948,0.799776,-0.713695,0.335984,-0.614617,-0.402361,-0.914889,-0.032907,-0.573363,0.223813,0.788138,1.0
83,0.149397,-0.795432,0.587339,0.957666,0.264233,0.114256,-0.246078,0.545406,0.801234,-0.713122,0.331591,-0.617659,-0.397791,-0.916883,-0.032958,-0.577251,0.222197,0.785754,1.0
84,0.149401,-0.795333,0.587472,0.957392,0.26486,0.115098,-0.247139,0.545246,0.801017,-0.710402,0.334552,-0.619195,-0.399623,-0.915956,-0.036406,-0.579336,0.221582,0.784391,1.0
85,0.149365,-0.795374,0.587426,0.957351,0.264929,0.115286,-0.247321,0.545153,0.801023,-0.711052,0.324397,-0.623835,-0.389419,-0.920404,-0.034751,-0.585453,0.218224,0.780782,1.0
86,0.149332,-0.795392,0.58741,0.957359,0.264892,0.115301,-0.24731,0.545144,0.801033,-0.709539,0.317888,-0.628888,-0.384452,-0.922569,-0.032581,-0.59055,0.21866,0.776812,1.0
87,0.149222,-0.795477,0.587322,0.957377,0.264789,0.115392,-0.247308,0.54507,0.801084,-0.707003,0.315184,-0.633091,-0.384529,-0.922628,-0.029908,-0.593535,0.222297,0.773498,1.0
88,0.149082,-0.795594,0.5872,0.957389,0.264679,0.115544,-0.247345,0.544953,0.801152,-0.705822,0.304361,-0.63967,-0.374775,-0.92671,-0.027405,-0.60113,0.220389,0.76816,1.0
89,0.148925,-0.795723,0.587064,0.957391,0.26458,0.11575,-0.24743,0.544813,0.801221,-0.703494,0.301916,-0.643383,-0.371929,-0.927816,-0.028712,-0.60561,0.219095,0.765005,1.0
90,0.148904,-0.795753,0.587028,0.957358,0.264637,0.115891,-0.24757,0.54474,0.801227,-0.703798,0.299574,-0.644144,-0.367958,-0.929352,-0.030183,-0.607679,0.215775,0.764307,1.0
91,0.148617,-0.796003,0.586762,0.957319,0.26455,0.116417,-0.247897,0.544417,0.801346,-0.701363,0.299703,-0.646735,-0.369305,-0.928825,-0.029927,-0.609674,0.217853,0.762126,1.0
92,0.148367,-0.796231,0.586517,0.957218,0.264616,0.117091,-0.248434,0.544052,0.801428,-0.701093,0.299843,-0.646963,-0.369544,-0.928729,-0.029968,-0.60984,0.218071,0.761931,1.0
93,0.148207,-0.796376,0.58636,0.957156,0.264653,0.117515,-0.248768,0.543822,0.80148,-0.701132,0.299824,-0.646931,-0.369537,-0.928733,-0.029929,-0.6098,0.21808,0.76196,1.0
94,0.148228,-0.796431,0.586281,0.956915,0.265177,0.118294,-0.249682,0.543486,0.801424,-0.700195,0.297878,-0.64884,-0.369186,-0.928931,-0.02806,-0.611087,0.219895,0.760406,1.0
95,0.148154,-0.796544,0.586146,0.956731,0.265521,0.119007,-0.250428,0.543153,0.801417,-0.699233,0.295898,-0.650782,-0.368733,-0.929163,-0.026287,-0.612461,0.221584,0.758809,1.0
96,0.147804,-0.796807,0.585876,0.956712,0.265355,0.119532,-0.250709,0.542848,0.801536,-0.698001,0.29414,-0.652897,-0.368494,-0.929301,-0.024714,-0.614008,0.223338,0.757042,1.0
97,0.147768,-0.79682,0.585867,0.956711,0.265338,0.119576,-0.250734,0.542836,0.801535,-0.696214,0.290931,-0.656234,-0.368064,-0.929548,-0.021613,-0.61629,0.226489,0.754247,1.0
98,0.147688,-0.79687,0.585819,0.956726,0.265259,0.119627,-0.250722,0.542802,0.801563,-0.693335,0.287904,-0.660603,-0.368182,-0.929565,-0.018699,-0.619458,0.230258,0.750501,1.0
99,0.147833,-0.796766,0.585924,0.956696,0.26541,0.119534,-0.250751,0.542881,0.8015,-0.691874,0.282016,-0.664662,-0.363589,-0.931409,-0.016722,-0.623788,0.230094,0.746956,1.0
100,0.147977,-0.796667,0.586023,0.95666,0.265572,0.119464,-0.250804,0.542947,0.801438,-0.691069,0.282638,-0.665235,-0.36419,-0.931164,-0.01729,-0.624331,0.230323,0.746432,1.0
101,0.150219,-0.797352,0.584519,0.956836,0.266035,0.116999,-0.248793,0.541714,0.802899,-0.69033,0.283582,-0.6656,-0.364759,-0.930921,-0.018312,-0.624815,0.230143,0.746083,1.0
102,0.150369,-0.797071,0.584864,0.956685,0.266484,0.117208,-0.24928,0.541907,0.802617,-0.689099,0.282507,-0.667331,-0.364766,-0.930935,-0.017436,-0.626168,0.231405,0.744556,1.0
103,0.152429,-0.797775,0.583369,0.956751,0.267094,0.115268,-0.247772,0.540569,0.803985,-0.690004,0.281595,-0.666782,-0.364901,-0.930916,-0.015535,-0.625093,0.23259,0.74509,1.0
104,0.154564,-0.79851,0.581798,0.956852,0.267643,0.113134,-0.246053,0.539209,0.805425,-0.689827,0.281803,-0.666876,-0.364992,-0.930875,-0.015808,-0.625234,0.2325,0.745,1.0
105,0.156539,-0.799134,0.580412,0.956778,0.268523,0.111667,-0.245092,0.537846,0.806629,-0.688248,0.280214,-0.669174,-0.364734,-0.930994,-0.01472,-0.627122,0.23394,0.742959,1.0
106,0.160293,-0.800779,0.577111,0.956961,0.269378,0.107981,-0.24193,0.534964,0.809495,-0.689549,0.279653,-0.668068,-0.364766,-0.931005,-0.013223,-0.625672,0.234571,0.743982,1.0
107,0.160098,-0.800795,0.577142,0.956849,0.26954,0.108563,-0.2425,0.534858,0.809394,-0.691049,0.278718,-0.666908,-0.364746,-0.93104,-0.011157,-0.624028,0.235542,0.745055,1.0
108,0.161902,-0.801652,0.575448,0.95685,0.270125,0.107099,-0.241299,0.533278,0.810795,-0.690937,0.278647,-0.667053,-0.364309,-0.931204,-0.011638,-0.624406,0.234972,0.744918,1.0
109,0.161939,-0.801638,0.575457,0.956694,0.270485,0.107574,-0.241888,0.533116,0.810725,-0.690878,0.278565,-0.667148,-0.363971,-0.931332,-0.011957,-0.624669,0.234562,0.744827,1.0
110,0.162194,-0.801522,0.575546,0.956505,0.271027,0.107888,-0.242463,0.533014,0.81062,-0.692435,0.277573,-0.665947,-0.363927,-0.931375,-0.009804,-0.622968,0.235568,0.745933,1.0
111,0.162381,-0.801428,0.575624,0.956379,0.271399,0.108072,-0.242836,0.532966,0.81054,-0.692396,0.277566,-0.665991,-0.363821,-0.931415,-0.009942,-0.623074,0.235418,0.745892,1.0
112,0.164488,-0.802116,0.574066,0.956333,0.272236,0.106364,-0.241598,0.531503,0.81187,-0.692452,0.277421,-0.665992,-0.363539,-0.931524,-0.010047,-0.623176,0.235157,0.74589,1.0
113,0.168134,-0.803412,0.571191,0.956478,0.27315,0.102654,-0.238494,0.529072,0.814372,-0.692357,0.277509,-0.666054,-0.363569,-0.931511,-0.010183,-0.623263,0.235107,0.745832,1.0
114,0.168537,-0.803416,0.571066,0.9564,0.273482,0.102492,-0.23852,0.528895,0.814479,-0.692349,0.277526,-0.666056,-0.363582,-0.931506,-0.010197,-0.623266,0.235106,0.74583,1.0
115,0.168375,-0.803414,0.571117,0.956352,0.273525,0.102829,-0.238829,0.528876,0.814401,-0.694051,0.27637,-0.664763,-0.363406,-0.931597,-0.007887,-0.621472,0.236106,0.747011,1.0
116,0.169928,-0.803749,0.570184,0.956379,0.274021,0.101244,-0.237617,0.528108,0.815253,-0.693962,0.276457,-0.66482,-0.363468,-0.931572,-0.007983,-0.621535,0.236102,0.746959,1.0
117,0.172065,-0.800923,0.573511,0.956561,0.274932,0.096961,-0.235335,0.531916,0.813438,-0.69565,0.275424,-0.663484,-0.363602,-0.931537,-0.005469,-0.619567,0.237439,0.74817,1.0
118,0.17191,-0.801068,0.573354,0.956521,0.27494,0.09734,-0.235614,0.531692,0.813503,-0.695717,0.275316,-0.663459,-0.363457,-0.931594,-0.005456,-0.619577,0.237343,0.748192,1.0
119,0.173844,-0.801901,0.571605,0.956509,0.275561,0.095677,-0.234236,0.530113,0.814931,-0.695772,0.275211,-0.663445,-0.363314,-0.93165,-0.005452,-0.619599,0.237246,0.748204,1.0
120,0.174568,-0.800381,0.573511,0.956401,0.276332,0.094529,-0.234139,0.532006,0.813724,-0.695879,0.275073,-0.66339,-0.363185,-0.931701,-0.005355,-0.619554,0.237207,0.748254,1.0
121,0.187178,-0.796018,0.575602,0.953237,0.288725,0.089307,-0.237281,0.531969,0.812837,-0.695877,0.27507,-0.663393,-0.363168,-0.931707,-0.005373,-0.619567,0.237185,0.74825,1.0
122,0.193096,-0.794515,0.575724,0.952087,0.293548,0.085776,-0.237153,0.531578,0.813131,-0.697551,0.273987,-0.662082,-0.363128,-0.931734,-0.002995,-0.617705,0.238332,0.749425,1.0
123,0.213825,-0.78816,0.577132,0.948358,0.30918,0.070869,-0.234294,0.532175,0.813569,-0.697281,0.274238,-0.662262,-0.363258,-0.931682,-0.003337,-0.617933,0.238246,0.749264,1.0
124,0.229611,-0.782805,0.578354,0.946203,0.318732,0.055755,-0.227986,0.534439,0.813877,-0.69869,0.273451,-0.661102,-0.363458,-0.931609,-0.001219,-0.616222,0.239431,0.750294,1.0
125,0.232957,-0.782522,0.577397,0.945813,0.320413,0.052643,-0.2262,0.533847,0.814763,-0.698555,0.273572,-0.661194,-0.363512,-0.931588,-0.001397,-0.616342,0.239376,0.750213,1.0
126,0.240544,-0.780538,0.576973,0.943233,0.328225,0.050786,-0.229018,0.532004,0.815182,-0.698541,0.273516,-0.661233,-0.363338,-0.931655,-0.001537,-0.616462,0.239177,0.750178,1.0
127,0.245229,-0.77885,0.577282,0.941201,0.334004,0.050806,-0.232385,0.53088,0.814962,-0.698836,0.273173,-0.661062,-0.363046,-0.931769,-0.001247,-0.616298,0.239125,0.750329,1.0
128,0.245062,-0.778966,0.577195,0.941273,0.333795,0.050839,-0.232267,0.530841,0.815021,-0.699042,0.27294,-0.660941,-0.362846,-0.931848,-0.001049,-0.616183,0.239087,0.750436,1.0
129,0.244297,-0.779579,0.576692,0.941515,0.333034,0.051356,-0.232094,0.530418,0.815345,-0.699306,0.272624,-0.660792,-0.362548,-0.931964,-0.000823,-0.616059,0.238993,0.750567,1.0
130,0.247065,-0.778891,0.576442,0.940176,0.336697,0.051983,-0.234576,0.529115,0.815481,-0.699268,0.27259,-0.660846,-0.362362,-0.932036,-0.001022,-0.616211,0.238751,0.750519,1.0
131,0.253261,-0.77674,0.576656,0.937286,0.344583,0.052498,-0.239484,0.527196,0.815297,-0.696932,0.277311,-0.661349,-0.368055,-0.929801,-0.002019,-0.615484,0.242007,0.750074,1.0
132,0.254187,-0.775006,0.578579,0.937162,0.345194,0.050663,-0.238986,0.529345,0.81405,-0.69844,0.276341,-0.660163,-0.367926,-0.929854,2.7e-05,-0.613849,0.24291,0.751121,1.0
