,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
16,0.171365,0.878101,0.446735,-0.741463,-0.183635,0.645375,0.648741,-0.441833,0.619611,0.162989,0.018099,-0.986462,-0.210837,0.977375,-0.016903,0.963837,0.210738,0.163117,1.0
17,0.176574,0.880298,0.440336,-0.724281,-0.186731,0.663738,0.666511,-0.436126,0.604612,0.155906,0.030329,-0.987305,-0.247725,0.968784,-0.009358,0.956203,0.246039,0.158552,1.0
18,0.167951,0.887618,0.428864,-0.691448,-0.204009,0.693021,0.702631,-0.412931,0.579479,0.147094,0.075581,-0.98623,-0.324681,0.945517,0.024036,0.934315,0.316674,0.16362,1.0
19,0.167952,0.887457,0.429196,-0.665828,-0.218941,0.713258,0.726955,-0.405564,0.554123,0.13259,0.148676,-0.979956,-0.375795,0.922409,0.089099,0.917168,0.356449,0.178174,1.0
20,0.16815,0.883213,0.437789,-0.654634,-0.231992,0.719467,0.737007,-0.40757,0.539172,0.120884,0.192267,-0.973868,-0.406182,0.904753,0.128204,0.90576,0.38007,0.187466,1.0
21,0.165174,0.88137,0.442611,-0.627443,-0.252343,0.736639,0.760941,-0.399387,0.511329,0.091927,0.297648,-0.950238,-0.472689,0.852951,0.221446,0.87642,0.428811,0.219104,1.0
22,0.154667,0.887857,0.433344,-0.598961,-0.264556,0.755814,0.785699,-0.376456,0.490873,0.05744,0.405636,-0.912227,-0.529331,0.787102,0.316667,0.846468,0.464681,0.259927,1.0
23,0.144857,0.90128,0.408301,-0.574872,-0.259198,0.776104,0.805318,-0.347146,0.480574,0.006521,0.483234,-0.875466,-0.595982,0.704882,0.384637,0.80297,0.519254,0.292596,1.0
24,0.144526,0.90671,0.396218,-0.56814,-0.251802,0.783462,0.810141,-0.338338,0.478746,-0.023575,0.508063,-0.860996,-0.625038,0.664665,0.409325,0.780237,0.547806,0.301889,1.0
25,0.148576,0.914614,0.376039,-0.556161,-0.23714,0.796522,0.817685,-0.327483,0.473439,-0.072958,0.531192,-0.844103,-0.664019,0.605627,0.438513,0.744147,0.592494,0.308536,1.0
26,0.156131,0.920637,0.35784,-0.547361,-0.220925,0.807209,0.822203,-0.321898,0.469427,-0.076309,0.548206,-0.832853,-0.667929,0.592069,0.450914,0.740301,0.590696,0.320983,1.0
27,0.149578,0.926804,0.34447,-0.54047,-0.215095,0.813404,0.82796,-0.307843,0.468736,-0.089705,0.546763,-0.832467,-0.684386,0.573404,0.450358,0.723579,0.610129,0.322759,1.0
28,0.142355,0.943652,0.298754,-0.525803,-0.183626,0.830549,0.838609,-0.275318,0.470036,-0.115529,0.54533,-0.830221,-0.708964,0.540142,0.453447,0.695716,0.640984,0.324217,1.0
29,0.124976,0.961521,0.244657,-0.514013,-0.14817,0.844888,0.848628,-0.231347,0.475717,-0.118956,0.5546,-0.823569,-0.708407,0.53378,0.461776,0.695706,0.638354,0.329387,1.0
30,0.122912,0.966477,0.225417,-0.514196,-0.132254,0.847414,0.848819,-0.220066,0.480703,-0.136463,0.569522,-0.810568,-0.712233,0.512303,0.479863,0.688549,0.642798,0.335722,1.0
31,0.120306,0.966711,0.225822,-0.516452,-0.133323,0.845873,0.847822,-0.21839,0.48322,-0.148823,0.575681,-0.804016,-0.712177,0.501686,0.491034,0.686043,0.645679,0.335324,1.0
32,0.116255,0.966993,0.226733,-0.520791,-0.135034,0.842936,0.84573,-0.216076,0.487903,-0.16478,0.582043,-0.796286,-0.713384,0.487178,0.503726,0.681124,0.651062,0.334943,1.0
33,0.115907,0.966152,0.230465,-0.521325,-0.138325,0.842072,0.845449,-0.21775,0.487647,-0.169203,0.579723,-0.797051,-0.716947,0.48252,0.503151,0.676281,0.656578,0.333987,1.0
34,0.115872,0.967,0.2269,-0.521778,-0.13512,0.842312,0.845174,-0.215991,0.488903,-0.17502,0.575158,-0.799099,-0.721555,0.477277,0.501561,0.669869,0.664378,0.331475,1.0
35,0.117616,0.968683,0.218677,-0.52074,-0.12734,0.844165,0.845574,-0.213161,0.489454,-0.187862,0.565898,-0.802786,-0.725195,0.471319,0.501946,0.662419,0.676473,0.321844,1.0
36,0.117346,0.96895,0.217635,-0.521792,-0.126303,0.84367,0.844963,-0.212562,0.490769,-0.20701,0.553177,-0.806932,-0.728558,0.463315,0.504521,0.652954,0.692339,0.307111,1.0
37,0.117296,0.969027,0.217319,-0.522106,-0.125975,0.843525,0.844775,-0.212406,0.491158,-0.249764,0.524707,-0.813818,-0.73603,0.443235,0.511665,0.629187,0.726791,0.275496,1.0
38,0.117313,0.969405,0.215615,-0.522082,-0.12449,0.84376,0.844788,-0.211553,0.491505,-0.276257,0.503011,-0.818938,-0.738289,0.434468,0.515912,0.615313,0.747138,0.251342,1.0
39,0.113771,0.969283,0.218051,-0.526123,-0.127396,0.840812,0.842763,-0.210382,0.495468,-0.313583,0.459163,-0.831164,-0.731942,0.440736,0.519626,0.604918,0.77131,0.197873,1.0
40,0.106532,0.97104,0.213849,-0.533623,-0.12564,0.836337,0.838985,-0.203212,0.504785,-0.32419,0.420449,-0.847421,-0.720508,0.470733,0.509193,0.612999,0.775649,0.150329,1.0
41,0.101522,0.971539,0.214016,-0.538901,-0.127124,0.832721,0.836228,-0.199873,0.510658,-0.326573,0.400938,-0.855919,-0.716812,0.485186,0.500774,0.616059,0.777073,0.128949,1.0
42,0.092621,0.972339,0.214421,-0.547521,-0.13013,0.826611,0.831649,-0.193961,0.520323,-0.312185,0.384265,-0.868838,-0.704158,0.520324,0.483139,0.637731,0.762628,0.108145,1.0
43,0.089019,0.971219,0.220926,-0.557232,-0.135286,0.819262,0.825571,-0.196037,0.529151,-0.299013,0.381771,-0.874551,-0.700053,0.535047,0.472917,0.648472,0.753641,0.107274,1.0
44,0.092848,0.96896,0.229117,-0.565418,-0.138097,0.813161,0.819561,-0.205047,0.535045,-0.294874,0.379219,-0.877064,-0.691896,0.548325,0.4697,0.659035,0.74534,0.100693,1.0
45,0.094007,0.968234,0.2317,-0.56841,-0.138872,0.81094,0.817356,-0.207935,0.537299,-0.298904,0.375735,-0.877199,-0.687095,0.553168,0.471067,0.662235,0.743523,0.092821,1.0
46,0.090056,0.967782,0.23513,-0.573721,-0.14257,0.806547,0.814084,-0.207533,0.542398,-0.303586,0.375175,-0.87583,-0.674467,0.564654,0.475667,0.673,0.735124,0.081622,1.0
47,0.092329,0.967319,0.236155,-0.577588,-0.141161,0.804031,0.81109,-0.210636,0.545678,-0.305689,0.36839,-0.877976,-0.675026,0.566466,0.472711,0.671486,0.737159,0.07551,1.0
48,0.092488,0.967183,0.236648,-0.577237,-0.141574,0.80421,0.811322,-0.210982,0.545199,-0.305112,0.366814,-0.878836,-0.675614,0.567007,0.471219,0.671156,0.737529,0.074824,1.0
49,0.092675,0.966743,0.238363,-0.577348,-0.142866,0.803901,0.811221,-0.21212,0.544908,-0.305641,0.367266,-0.878463,-0.675647,0.566417,0.471882,0.670883,0.737758,0.075022,1.0
50,0.092835,0.966249,0.240298,-0.577556,-0.144331,0.80349,0.811054,-0.213378,0.544665,-0.305329,0.365761,-0.879199,-0.675604,0.567455,0.470695,0.671068,0.737708,0.073849,1.0
51,0.094888,0.965798,0.241307,-0.575658,-0.144528,0.804816,0.812165,-0.215278,0.542255,-0.302526,0.365133,-0.880428,-0.677043,0.567851,0.468141,0.670886,0.737714,0.075421,1.0
52,0.096883,0.96565,0.241107,-0.573471,-0.143834,0.8065,0.813477,-0.216404,0.539837,-0.302502,0.364432,-0.880727,-0.677122,0.568151,0.467663,0.670817,0.73783,0.074898,1.0
53,0.097007,0.965609,0.241221,-0.573793,-0.143775,0.806281,0.813234,-0.216627,0.540113,-0.298645,0.361075,-0.883422,-0.679127,0.569954,0.462535,0.670519,0.73809,0.075002,1.0
54,0.09716,0.965447,0.241808,-0.573875,-0.144158,0.806154,0.813157,-0.217094,0.54004,-0.296209,0.353553,-0.887276,-0.680216,0.574047,0.455824,0.670496,0.738559,0.070455,1.0
55,0.097213,0.96532,0.242291,-0.573888,-0.144529,0.806079,0.813142,-0.217409,0.539936,-0.294719,0.348924,-0.889602,-0.681034,0.576348,0.45168,0.670322,0.738968,0.067768,1.0
56,0.097267,0.965025,0.243446,-0.573921,-0.145454,0.805889,0.813112,-0.218105,0.539701,-0.292208,0.340005,-0.893873,-0.683105,0.579932,0.443898,0.669313,0.740321,0.062798,1.0
57,0.097269,0.964829,0.244216,-0.573966,-0.146084,0.805743,0.81308,-0.218546,0.53957,-0.290747,0.333884,-0.896652,-0.684902,0.581755,0.438712,0.668112,0.741674,0.059534,1.0
58,0.09729,0.965491,0.241578,-0.573846,-0.143902,0.806221,0.813163,-0.217065,0.540043,-0.289952,0.330425,-0.89819,-0.686077,0.582566,0.435792,0.667252,0.742586,0.057781,1.0
59,0.097298,0.965458,0.241706,-0.573828,-0.144009,0.806214,0.813174,-0.217141,0.539995,-0.289853,0.329878,-0.898423,-0.686329,0.582603,0.435344,0.667035,0.7428,0.057536,1.0
60,0.09735,0.965355,0.242099,-0.573902,-0.144289,0.806112,0.813116,-0.217416,0.539973,-0.289765,0.329206,-0.898698,-0.686587,0.582689,0.434822,0.666808,0.743031,0.057185,1.0
61,0.097431,0.965291,0.242319,-0.57397,-0.144409,0.806042,0.813059,-0.217618,0.539978,-0.289782,0.329097,-0.898732,-0.686446,0.58289,0.434776,0.666946,0.742922,0.056996,1.0
62,0.097482,0.965314,0.242208,-0.573985,-0.144284,0.806053,0.813041,-0.2176,0.540011,-0.289813,0.329178,-0.898693,-0.686296,0.583001,0.434863,0.667087,0.742799,0.056953,1.0
63,0.097591,0.967026,0.235232,-0.574204,-0.138343,0.806938,0.812874,-0.213821,0.54177,-0.28984,0.329176,-0.898684,-0.686004,0.583312,0.434907,0.667375,0.742555,0.056748,1.0
64,0.097609,0.969462,0.224976,-0.575059,-0.129559,0.807787,0.812267,-0.208222,0.544852,-0.28696,0.329348,-0.899545,-0.687351,0.583276,0.432823,0.667233,0.742507,0.059001,1.0
65,0.097526,0.969406,0.225253,-0.575971,-0.129602,0.807131,0.811631,-0.208456,0.54571,-0.286921,0.328138,-0.9,-0.687547,0.583661,0.431993,0.667048,0.742741,0.058145,1.0
66,0.097522,0.969145,0.226375,-0.576026,-0.130523,0.806942,0.811592,-0.209092,0.545525,-0.286808,0.327592,-0.900235,-0.687712,0.5838,0.431543,0.666927,0.742872,0.05785,1.0
67,0.097624,0.968653,0.228428,-0.575358,-0.13235,0.807122,0.812054,-0.210222,0.544402,-0.286798,0.327452,-0.900289,-0.68778,0.583798,0.431438,0.666862,0.742937,0.057783,1.0
68,0.097814,0.968378,0.229513,-0.574269,-0.13343,0.80772,0.812802,-0.210808,0.543058,-0.286767,0.327282,-0.900361,-0.687842,0.583825,0.431301,0.666811,0.742989,0.057696,1.0
69,0.096005,0.967792,0.232722,-0.576057,-0.136649,0.805906,0.811751,-0.211432,0.544385,-0.28678,0.327304,-0.900349,-0.687816,0.583838,0.431326,0.666832,0.74297,0.057692,1.0
70,0.094362,0.96664,0.238119,-0.577317,-0.141729,0.804125,0.811048,-0.21335,0.544684,-0.286786,0.327171,-0.900395,-0.687841,0.58387,0.431242,0.666804,0.743003,0.057595,1.0
71,0.094631,0.965355,0.243173,-0.577125,-0.145835,0.803529,0.811154,-0.21638,0.54333,-0.286766,0.326874,-0.900509,-0.687961,0.583889,0.431025,0.666688,0.743119,0.057437,1.0
72,0.094861,0.965006,0.244465,-0.577214,-0.146759,0.803296,0.811064,-0.217311,0.543093,-0.286734,0.326568,-0.900631,-0.688033,0.583972,0.430797,0.666628,0.743188,0.057245,1.0
73,0.094953,0.964766,0.245377,-0.577236,-0.147461,0.803153,0.811038,-0.217903,0.542895,-0.2844,0.329094,-0.900451,-0.684855,0.587523,0.431032,0.670887,0.739264,0.05829,1.0
74,0.095074,0.9642,0.247544,-0.57727,-0.149188,0.802808,0.810999,-0.219226,0.54242,-0.284341,0.328596,-0.900651,-0.684974,0.587662,0.430654,0.67079,0.739376,0.057983,1.0
75,0.095122,0.963577,0.24994,-0.57727,-0.151156,0.80244,0.810993,-0.220612,0.541866,-0.283454,0.334302,-0.898829,-0.681864,0.588797,0.434024,0.674324,0.735906,0.061052,1.0
76,0.095121,0.963288,0.251052,-0.577302,-0.152075,0.802243,0.81097,-0.221243,0.541643,-0.279292,0.340152,-0.897937,-0.680042,0.590133,0.435069,0.677892,0.732147,0.066498,1.0
77,0.095087,0.962833,0.252805,-0.577374,-0.153534,0.801913,0.810923,-0.222215,0.541315,-0.278869,0.345132,-0.896167,-0.681072,0.586818,0.437932,0.677031,0.73248,0.071415,1.0
78,0.095062,0.963228,0.251304,-0.577373,-0.152298,0.80215,0.810927,-0.22135,0.541664,-0.274567,0.351252,-0.895117,-0.679014,0.588302,0.439135,0.680846,0.728369,0.076977,1.0
79,0.095067,0.963895,0.248733,-0.577319,-0.150169,0.80259,0.810965,-0.219898,0.542199,-0.274837,0.351381,-0.894983,-0.678795,0.588331,0.439435,0.680956,0.728283,0.07682,1.0
80,0.095063,0.96376,0.249254,-0.577334,-0.150601,0.802498,0.810954,-0.220191,0.542095,-0.266933,0.355618,-0.895701,-0.677992,0.591223,0.436784,0.684888,0.723871,0.08329,1.0
81,0.095074,0.963499,0.25026,-0.577362,-0.151424,0.802323,0.810933,-0.220771,0.541891,-0.260815,0.35947,-0.895966,-0.676236,0.594321,0.435299,0.688969,0.719418,0.088079,1.0
82,0.097002,0.963181,0.250743,-0.575381,-0.151297,0.803769,0.812112,-0.22224,0.53952,-0.256819,0.360372,-0.896757,-0.677895,0.594173,0.432915,0.68884,0.719089,0.0917,1.0
83,0.096991,0.963095,0.251075,-0.57542,-0.151569,0.80369,0.812085,-0.222425,0.539484,-0.256842,0.360398,-0.896741,-0.677701,0.594351,0.432974,0.689022,0.718929,0.091588,1.0
84,0.096986,0.962819,0.252133,-0.575454,-0.152446,0.803499,0.812062,-0.223019,0.539274,-0.254236,0.36105,-0.897221,-0.678666,0.594341,0.431475,0.689039,0.71861,0.093929,1.0
85,0.096984,0.962563,0.25311,-0.575482,-0.153254,0.803326,0.812042,-0.22357,0.539075,-0.249687,0.3649,-0.896941,-0.681111,0.59222,0.430536,0.688289,0.718416,0.100667,1.0
86,0.096985,0.962416,0.253671,-0.575498,-0.153718,0.803226,0.812031,-0.223888,0.53896,-0.24777,0.366379,-0.89687,-0.686697,0.58661,0.429342,0.683415,0.722256,0.106247,1.0
87,0.096987,0.961932,0.255499,-0.575551,-0.155228,0.802898,0.811993,-0.224923,0.538585,-0.238601,0.365157,-0.899848,-0.708225,0.568562,0.418513,0.664443,0.737154,0.122954,1.0
88,0.102715,0.960159,0.259891,-0.576516,-0.155451,0.802162,0.810603,-0.232226,0.537579,-0.216654,0.36672,-0.904752,-0.733822,0.550056,0.398675,0.643867,0.750302,0.149935,1.0
89,0.10265,0.957502,0.269541,-0.576761,-0.16348,0.800387,0.810437,-0.237621,0.535469,-0.188214,0.370464,-0.909576,-0.769515,0.51984,0.37096,0.610262,0.769754,0.187236,1.0
90,0.108336,0.956798,0.269812,-0.577623,-0.160308,0.800407,0.809082,-0.242563,0.535301,-0.173512,0.374123,-0.911001,-0.786237,0.50443,0.356904,0.593063,0.778191,0.206625,1.0
91,0.108346,0.95561,0.273986,-0.577798,-0.163741,0.799585,0.808955,-0.244941,0.534409,-0.147633,0.384804,-0.911114,-0.803295,0.490768,0.337436,0.576992,0.781711,0.236657,1.0
92,0.108335,0.955243,0.275268,-0.577848,-0.164806,0.799331,0.808922,-0.245659,0.534131,-0.135622,0.391236,-0.910241,-0.807376,0.488848,0.33041,0.574238,0.779718,0.249576,1.0
93,0.108323,0.955069,0.275876,-0.577872,-0.165314,0.799209,0.808906,-0.245994,0.534,-0.136299,0.390978,-0.910251,-0.807134,0.488936,0.33087,0.574418,0.779792,0.24893,1.0
94,0.108276,0.954081,0.279292,-0.578006,-0.168157,0.798518,0.808816,-0.247892,0.533257,-0.136309,0.390507,-0.910452,-0.807307,0.488868,0.33055,0.574173,0.780072,0.248622,1.0
95,0.10826,0.953944,0.279766,-0.578025,-0.168557,0.79842,0.808805,-0.248149,0.533155,-0.134809,0.387326,-0.912033,-0.807769,0.490124,0.327545,0.573876,0.780869,0.246797,1.0
96,0.108256,0.953741,0.280459,-0.578052,-0.169131,0.798279,0.808786,-0.248538,0.533002,-0.134502,0.386564,-0.912401,-0.807964,0.490281,0.326828,0.573673,0.781147,0.246387,1.0
97,0.108249,0.953694,0.28062,-0.578037,-0.169275,0.79826,0.808798,-0.24862,0.532947,-0.133182,0.383933,-0.913705,-0.808151,0.491607,0.324367,0.573719,0.781612,0.244802,1.0
98,0.108238,0.95347,0.281386,-0.578089,-0.169905,0.798088,0.808762,-0.249049,0.5328,-0.12928,0.382509,-0.914861,-0.809173,0.492589,0.3203,0.573169,0.781691,0.245834,1.0
99,0.108195,0.953349,0.281811,-0.578129,-0.170272,0.797981,0.808739,-0.249261,0.532736,-0.122942,0.376746,-0.918121,-0.806905,0.500632,0.313481,0.577743,0.779377,0.24245,1.0
100,0.108187,0.954119,0.279196,-0.578047,-0.168114,0.798497,0.808799,-0.247776,0.533339,-0.126761,0.374649,-0.91846,-0.805718,0.501188,0.31564,0.578575,0.780031,0.23833,1.0
101,0.10811,0.955064,0.275976,-0.577929,-0.165498,0.799129,0.808894,-0.245889,0.534067,-0.127493,0.377044,-0.917377,-0.788566,0.522469,0.324328,0.601588,0.764763,0.230713,1.0
102,0.106445,0.957011,0.269811,-0.579601,-0.160763,0.798885,0.807918,-0.24142,0.537572,-0.118552,0.384814,-0.915348,-0.753305,0.565721,0.335395,0.646896,0.729298,0.222815,1.0
103,0.104066,0.958856,0.264128,-0.581538,-0.156778,0.798269,0.806835,-0.236673,0.541296,-0.084363,0.401827,-0.91182,-0.706483,0.621193,0.339117,0.702683,0.672795,0.231478,1.0
104,0.103917,0.960405,0.2585,-0.581113,-0.152299,0.799445,0.80716,-0.233294,0.542277,-0.070332,0.407258,-0.9106,-0.690668,0.638775,0.339032,0.719742,0.652768,0.236354,1.0
105,0.102094,0.961144,0.256474,-0.58271,-0.151176,0.798495,0.806241,-0.230971,0.544634,-0.043772,0.413362,-0.909513,-0.659768,0.67166,0.337013,0.750193,0.61482,0.243323,1.0
106,0.101578,0.961568,0.255083,-0.582609,-0.15034,0.798726,0.806379,-0.229747,0.544947,-0.019684,0.396478,-0.917832,-0.632756,0.70583,0.318469,0.7741,0.587033,0.236981,1.0
107,0.101503,0.962153,0.252899,-0.582556,-0.148582,0.799094,0.806427,-0.228438,0.545426,-0.011923,0.383684,-0.923387,-0.624218,0.718558,0.306634,0.781158,0.580051,0.230935,1.0
108,0.101345,0.962625,0.251159,-0.582557,-0.147226,0.799344,0.806446,-0.227325,0.545863,-0.000553,0.357103,-0.934064,-0.611274,0.739115,0.282935,0.791418,0.571125,0.217879,1.0
109,0.101273,0.96314,0.249206,-0.582483,-0.145665,0.799684,0.806509,-0.226145,0.546261,0.005783,0.340289,-0.940302,-0.603289,0.751105,0.268109,0.797501,0.565724,0.209636,1.0
110,0.101252,0.963056,0.249539,-0.582497,-0.14595,0.799622,0.806501,-0.22632,0.546199,0.007911,0.333606,-0.942678,-0.600471,0.755404,0.262292,0.799606,0.563977,0.206297,1.0
111,0.101287,0.96384,0.246481,-0.5824,-0.143419,0.80015,0.806566,-0.224595,0.546814,0.011452,0.325693,-0.945405,-0.594904,0.762155,0.255357,0.803714,0.559502,0.202484,1.0
112,0.101322,0.963748,0.246825,-0.582412,-0.143681,0.800094,0.806554,-0.224821,0.54674,0.019157,0.323958,-0.945877,-0.586905,0.769545,0.251678,0.809428,0.550319,0.204875,1.0
113,0.101373,0.963686,0.247044,-0.582418,-0.143833,0.800063,0.806543,-0.224988,0.546687,0.023646,0.322512,-0.946269,-0.577555,0.777003,0.25039,0.816008,0.540602,0.204642,1.0
114,0.100572,0.963758,0.24709,-0.583379,-0.144054,0.799322,0.805948,-0.224537,0.547749,0.02376,0.319862,-0.947165,-0.577084,0.778033,0.248269,0.816338,0.540695,0.203073,1.0
115,0.097654,0.963944,0.247534,-0.586444,-0.145218,0.796865,0.804081,-0.222982,0.551118,0.026887,0.306313,-0.95155,-0.570377,0.786434,0.237044,0.820942,0.53637,0.195859,1.0
116,0.096391,0.964034,0.247682,-0.587627,-0.14573,0.7959,0.803369,-0.222263,0.552445,0.027322,0.294374,-0.955299,-0.568816,0.790431,0.227302,0.82201,0.537179,0.189041,1.0
117,0.09564,0.964102,0.247707,-0.58815,-0.146032,0.795457,0.803076,-0.221767,0.55307,0.027226,0.292308,-0.955936,-0.568671,0.791001,0.225677,0.822113,0.537469,0.187763,1.0
118,0.094915,0.96396,0.248536,-0.588775,-0.146956,0.794825,0.802704,-0.221773,0.553607,0.026983,0.289262,-0.956869,-0.568368,0.791876,0.223358,0.822331,0.537827,0.185774,1.0
119,0.093845,0.963975,0.248885,-0.589573,-0.147632,0.794108,0.802244,-0.221259,0.554479,0.026702,0.289332,-0.956855,-0.568118,0.791981,0.223624,0.822513,0.537636,0.185522,1.0
120,0.093909,0.963857,0.249317,-0.589499,-0.147971,0.794099,0.802291,-0.221545,0.554297,0.026428,0.291297,-0.956267,-0.567908,0.791614,0.225446,0.822667,0.537114,0.186351,1.0
121,0.093914,0.963711,0.249879,-0.589537,-0.148422,0.793987,0.802262,-0.22188,0.554204,0.026318,0.292179,-0.956,-0.567738,0.7915,0.226274,0.822787,0.536803,0.186712,1.0
122,0.093921,0.963518,0.25062,-0.589623,-0.149004,0.793814,0.802198,-0.222327,0.554118,0.026176,0.293701,-0.955538,-0.567203,0.791466,0.227732,0.823161,0.536023,0.187305,1.0
123,0.093926,0.963422,0.250988,-0.589614,-0.149307,0.793764,0.802204,-0.222542,0.554023,0.032117,0.294994,-0.954958,-0.568119,0.79148,0.225387,0.822319,0.535292,0.193012,1.0
124,0.093927,0.963364,0.251211,-0.5896,-0.149494,0.79374,0.802215,-0.222667,0.553958,0.03429,0.295347,-0.954774,-0.568355,0.791576,0.224452,0.822067,0.534955,0.195005,1.0
125,0.093941,0.963154,0.252009,-0.589665,-0.150125,0.793572,0.802165,-0.22315,0.553835,0.037545,0.295625,-0.954565,-0.56848,0.791926,0.222897,0.821839,0.534282,0.19779,1.0
126,0.093997,0.963041,0.252419,-0.589695,-0.150422,0.793493,0.802136,-0.223437,0.553761,0.040099,0.298323,-0.953622,-0.568705,0.791536,0.223705,0.821563,0.533359,0.201397,1.0
127,0.094096,0.962965,0.25267,-0.58972,-0.150566,0.793448,0.802107,-0.223665,0.553712,0.045166,0.308311,-0.950212,-0.570995,0.788458,0.228687,0.81971,0.532238,0.211655,1.0
128,0.094165,0.963,0.252511,-0.589712,-0.150399,0.793485,0.802104,-0.223627,0.553731,0.050079,0.312153,-0.94871,-0.572521,0.78731,0.228826,0.818358,0.531698,0.218142,1.0
129,0.094306,0.96302,0.252383,-0.589745,-0.150204,0.793498,0.802063,-0.223673,0.553771,0.059117,0.316736,-0.946669,-0.574752,0.786171,0.227144,0.816188,0.530672,0.228521,1.0
130,0.094451,0.963051,0.252209,-0.589945,-0.149922,0.793402,0.801899,-0.223727,0.553987,0.071972,0.320097,-0.944646,-0.577236,0.785743,0.222273,0.813398,0.529287,0.241323,1.0
131,0.096485,0.962942,0.251857,-0.587938,-0.149036,0.795057,0.80313,-0.224788,0.55177,0.07783,0.322544,-0.943349,-0.578163,0.78546,0.220859,0.8122,0.52822,0.247615,1.0
132,0.096591,0.96302,0.251517,-0.588532,-0.148529,0.794712,0.802682,-0.224788,0.552422,0.091743,0.322617,-0.942072,-0.579109,0.786909,0.213085,0.810071,0.526013,0.259024,1.0
133,0.098613,0.962877,0.251282,-0.586596,-0.147732,0.796291,0.803853,-0.225926,0.550252,0.100739,0.323366,-0.940896,-0.579109,0.788049,0.208832,0.809001,0.523844,0.266651,1.0
134,0.098659,0.962836,0.251418,-0.586971,-0.147712,0.796018,0.803573,-0.22611,0.550584,0.103174,0.323913,-0.940443,-0.578474,0.788687,0.208181,0.809149,0.522543,0.268747,1.0
135,0.098652,0.96277,0.251672,-0.587028,-0.147911,0.795939,0.803532,-0.22626,0.550581,0.10313,0.323873,-0.940462,-0.578202,0.788865,0.208261,0.809348,0.522299,0.26862,1.0
