,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
21,0.765463,-0.490804,0.416143,0.251443,0.823434,0.508657,-0.592318,-0.284722,0.753718,0.711707,0.036898,-0.701506,0.341159,0.854789,0.391081,0.61407,-0.517661,0.595771,1.0
22,0.772542,-0.48373,0.411319,0.252692,0.828496,0.49974,-0.582516,-0.282133,0.762283,0.708412,0.047112,-0.704224,0.33199,0.858255,0.391381,0.622843,-0.511055,0.592358,1.0
23,0.770775,-0.486361,0.411532,0.259821,0.829741,0.493985,-0.58172,-0.273826,0.765911,0.7076,0.057167,-0.704296,0.325706,0.858134,0.396888,0.627069,-0.510231,0.588596,1.0
24,0.774222,-0.484088,0.407722,0.264562,0.83275,0.486348,-0.574966,-0.268674,0.772805,0.708416,0.057711,-0.70343,0.324828,0.858167,0.397536,0.626603,-0.510115,0.589193,1.0
25,0.772737,-0.487031,0.407035,0.268799,0.832031,0.485252,-0.574999,-0.265562,0.773855,0.707755,0.062055,-0.703726,0.319898,0.860004,0.397565,0.629879,-0.5065,0.588821,1.0
26,0.771445,-0.485283,0.411547,0.265862,0.833456,0.484425,-0.57809,-0.264293,0.771984,0.706303,0.067279,-0.704704,0.311592,0.864309,0.394816,0.635645,-0.49844,0.589501,1.0
27,0.771115,-0.484353,0.413258,0.264959,0.834312,0.483445,-0.578945,-0.263296,0.771684,0.708143,0.062603,-0.703287,0.312673,0.865266,0.391853,0.633062,-0.497387,0.593158,1.0
28,0.769896,-0.484509,0.415343,0.263591,0.834155,0.484463,-0.581187,-0.263506,0.769925,0.706475,0.061891,-0.705025,0.313986,0.865359,0.390597,0.634274,-0.497315,0.591922,1.0
29,0.765725,-0.49136,0.415004,0.268359,0.830486,0.488135,-0.584506,-0.262407,0.767785,0.704266,0.057526,-0.707601,0.316597,0.866665,0.385562,0.635433,-0.495562,0.59215,1.0
30,0.767363,-0.492974,0.410036,0.270743,0.828774,0.489726,-0.581249,-0.264783,0.76944,0.704493,0.057976,-0.707338,0.317011,0.865998,0.386716,0.634974,-0.496673,0.591711,1.0
31,0.768782,-0.491727,0.408874,0.271508,0.829839,0.487494,-0.579014,-0.263764,0.771473,0.704039,0.057579,-0.707822,0.317926,0.865694,0.386647,0.63502,-0.49725,0.591177,1.0
32,0.769625,-0.492927,0.40583,0.272782,0.82852,0.489022,-0.577291,-0.265661,0.772113,0.703136,0.061165,-0.708419,0.313875,0.867275,0.386414,0.638029,-0.494057,0.590614,1.0
33,0.770307,-0.491685,0.406044,0.272278,0.829405,0.487801,-0.57662,-0.265199,0.772772,0.703619,0.058786,-0.70814,0.31408,0.868206,0.384149,0.637395,-0.492708,0.592423,1.0
34,0.773058,-0.490236,0.402553,0.273207,0.830049,0.486184,-0.572484,-0.265868,0.775612,0.703071,0.058371,-0.708719,0.314402,0.868412,0.38342,0.637841,-0.492395,0.592203,1.0
35,0.775182,-0.489648,0.399169,0.274393,0.830114,0.485405,-0.569034,-0.266749,0.777846,0.702676,0.058031,-0.709139,0.314714,0.86852,0.382919,0.638123,-0.492244,0.592025,1.0
36,0.775271,-0.489765,0.398853,0.274357,0.829904,0.485784,-0.56893,-0.267186,0.777771,0.701839,0.057315,-0.710025,0.315646,0.868534,0.382118,0.638582,-0.492303,0.59148,1.0
37,0.775095,-0.48897,0.400168,0.27331,0.830479,0.485391,-0.569673,-0.266855,0.777341,0.701763,0.057282,-0.710103,0.315685,0.868554,0.382041,0.638647,-0.492271,0.591437,1.0
38,0.774922,-0.488167,0.401482,0.272143,0.831003,0.48515,-0.570467,-0.266693,0.776815,0.703219,0.055397,-0.708811,0.31521,0.86933,0.380666,0.637278,-0.491116,0.593868,1.0
39,0.77493,-0.488377,0.401211,0.272392,0.830861,0.485252,-0.570338,-0.26675,0.77689,0.705172,0.056769,-0.706759,0.313925,0.868769,0.383002,0.635753,-0.491952,0.59481,1.0
40,0.775271,-0.487853,0.40119,0.272336,0.831276,0.484573,-0.5699,-0.266417,0.777325,0.71288,0.061973,-0.698541,0.308596,0.866741,0.391825,0.629738,-0.494891,0.598758,1.0
41,0.777365,-0.484127,0.401652,0.270993,0.833954,0.48071,-0.567684,-0.264842,0.779482,0.721149,0.067187,-0.689514,0.30269,0.864702,0.400835,0.623155,-0.49777,0.603242,1.0
42,0.777274,-0.483993,0.401989,0.270473,0.833922,0.481059,-0.568057,-0.265188,0.779093,0.722485,0.065513,-0.688276,0.30227,0.86539,0.399665,0.621811,-0.496796,0.605429,1.0
43,0.777215,-0.484027,0.402061,0.2704,0.83388,0.481173,-0.568171,-0.265258,0.778985,0.722459,0.065725,-0.688282,0.302288,0.865264,0.399924,0.621831,-0.496988,0.60525,1.0
44,0.77705,-0.483234,0.403333,0.269376,0.834441,0.480773,-0.568884,-0.264937,0.778574,0.722657,0.064425,-0.688196,0.302456,0.865792,0.398652,0.621519,-0.496238,0.606186,1.0
45,0.777024,-0.483219,0.403401,0.269389,0.83448,0.480699,-0.568913,-0.264843,0.778585,0.723301,0.063358,-0.687619,0.302434,0.866129,0.397934,0.62078,-0.495786,0.607311,1.0
46,0.776973,-0.48295,0.40382,0.269031,0.834661,0.480585,-0.569152,-0.264761,0.778438,0.723285,0.063385,-0.687633,0.302452,0.866107,0.397969,0.620789,-0.495822,0.607272,1.0
47,0.777821,-0.483814,0.401145,0.269962,0.83359,0.48192,-0.567551,-0.266553,0.778995,0.723673,0.061037,-0.687437,0.302894,0.86693,0.395835,0.620121,-0.494676,0.608887,1.0
48,0.779084,-0.482435,0.400355,0.270165,0.834629,0.480005,-0.565719,-0.265802,0.780583,0.723623,0.060508,-0.687537,0.303296,0.866938,0.395512,0.619984,-0.494729,0.608984,1.0
49,0.779213,-0.482151,0.400446,0.269689,0.834672,0.480197,-0.565768,-0.26618,0.780418,0.724108,0.05945,-0.687118,0.303338,0.86729,0.394707,0.619396,-0.49424,0.609978,1.0
50,0.780596,-0.480915,0.399236,0.269908,0.835476,0.478673,-0.563753,-0.265894,0.781972,0.726371,0.059374,-0.684732,0.302371,0.867064,0.395943,0.617216,-0.494645,0.611857,1.0
51,0.781974,-0.479263,0.398525,0.269645,0.836551,0.47694,-0.561966,-0.265495,0.783393,0.727515,0.057264,-0.683697,0.302163,0.86792,0.394222,0.615969,-0.493391,0.614121,1.0
52,0.783291,-0.477641,0.397887,0.269419,0.83764,0.475155,-0.560239,-0.264986,0.784801,0.72748,0.057301,-0.68373,0.302143,0.867931,0.394213,0.61602,-0.493367,0.61409,1.0
53,0.784554,-0.476329,0.39697,0.269276,0.838424,0.47385,-0.558538,-0.264867,0.786053,0.72717,0.057046,-0.684082,0.302558,0.867888,0.39399,0.616182,-0.493473,0.613842,1.0
54,0.78371,-0.4755,0.399622,0.267967,0.839266,0.473103,-0.560349,-0.26369,0.785159,0.726593,0.056536,-0.684736,0.303173,0.867955,0.393369,0.61656,-0.493413,0.61351,1.0
55,0.785929,-0.475469,0.395274,0.269825,0.838931,0.472639,-0.556334,-0.264806,0.787635,0.72615,0.056141,-0.685239,0.303713,0.867953,0.392956,0.616817,-0.493461,0.613213,1.0
56,0.785902,-0.475571,0.395208,0.269918,0.83887,0.472695,-0.556328,-0.264818,0.787635,0.725908,0.05592,-0.685514,0.303992,0.867967,0.392708,0.616965,-0.493461,0.613065,1.0
57,0.785814,-0.475084,0.395967,0.269175,0.839147,0.472626,-0.556813,-0.264812,0.787294,0.725308,0.055375,-0.686192,0.304608,0.868061,0.392023,0.617365,-0.493358,0.612745,1.0
58,0.786708,-0.476335,0.392676,0.270598,0.837814,0.474178,-0.554856,-0.266783,0.78801,0.724851,0.054969,-0.686708,0.305079,0.868125,0.391515,0.61767,-0.493291,0.612491,1.0
59,0.78671,-0.476506,0.392464,0.270821,0.837713,0.474227,-0.554745,-0.266792,0.788085,0.724526,0.054678,-0.687074,0.30546,0.868135,0.391197,0.617863,-0.493306,0.612285,1.0
60,0.786693,-0.47656,0.392432,0.27089,0.83769,0.474228,-0.554735,-0.266766,0.788101,0.724072,0.054269,-0.687585,0.305947,0.868184,0.390706,0.618154,-0.493264,0.612025,1.0
61,0.785387,-0.478378,0.392835,0.271024,0.836314,0.476575,-0.556517,-0.267828,0.786482,0.723605,0.05386,-0.688108,0.306441,0.868234,0.390208,0.618456,-0.493221,0.611754,1.0
62,0.785323,-0.47779,0.393679,0.270319,0.836725,0.476254,-0.556951,-0.267594,0.786255,0.722715,0.053052,-0.689106,0.307513,0.868239,0.389353,0.618965,-0.4933,0.611175,1.0
63,0.78534,-0.477914,0.393494,0.270505,0.836654,0.476272,-0.556836,-0.267593,0.786337,0.722405,0.052765,-0.689453,0.307865,0.868259,0.389029,0.619152,-0.493295,0.610991,1.0
64,0.785314,-0.477977,0.39347,0.270573,0.836626,0.476283,-0.55684,-0.267569,0.786342,0.723076,0.050231,-0.688939,0.30816,0.86915,0.3868,0.618221,-0.491989,0.612982,1.0
65,0.785148,-0.477184,0.394761,0.269455,0.837144,0.476007,-0.557615,-0.267366,0.785862,0.722984,0.050098,-0.689045,0.30842,0.869058,0.386799,0.618198,-0.492165,0.612864,1.0
66,0.785086,-0.476967,0.395148,0.269157,0.837299,0.475904,-0.557848,-0.267268,0.78573,0.722834,0.049973,-0.689212,0.308645,0.869017,0.386712,0.618262,-0.49225,0.612731,1.0
67,0.782946,-0.478696,0.397296,0.269162,0.83645,0.477391,-0.560844,-0.266835,0.783742,0.721756,0.046059,-0.690612,0.310412,0.870273,0.382451,0.618637,-0.49041,0.613828,1.0
68,0.780086,-0.480485,0.400747,0.26953,0.836099,0.477799,-0.56464,-0.264711,0.781734,0.721182,0.042748,-0.691425,0.311936,0.871141,0.37922,0.61854,-0.489167,0.614917,1.0
69,0.776387,-0.481294,0.406912,0.26853,0.836706,0.477298,-0.570187,-0.2613,0.77885,0.720803,0.039767,-0.691997,0.313146,0.871977,0.376291,0.61837,-0.487928,0.616071,1.0
70,0.776818,-0.480087,0.407515,0.269024,0.838112,0.474545,-0.569367,-0.259004,0.780216,0.720572,0.039704,-0.692242,0.313401,0.87191,0.376235,0.618511,-0.488053,0.61583,1.0
71,0.777077,-0.481385,0.405487,0.270619,0.837186,0.475272,-0.568257,-0.25959,0.78083,0.716219,0.036687,-0.696909,0.316427,0.872994,0.371152,0.622015,-0.486347,0.613646,1.0
72,0.776997,-0.481907,0.405018,0.271131,0.836849,0.475574,-0.568122,-0.259707,0.78089,0.714666,0.035692,-0.698553,0.317407,0.873401,0.369354,0.6233,-0.485691,0.612861,1.0
73,0.776981,-0.482086,0.404836,0.271261,0.836708,0.475748,-0.568081,-0.259831,0.780878,0.714859,0.03584,-0.698348,0.317237,0.873375,0.36956,0.623165,-0.485726,0.612971,1.0
74,0.776963,-0.482312,0.404601,0.271322,0.83648,0.476114,-0.568077,-0.260146,0.780776,0.714491,0.035473,-0.698744,0.317606,0.873433,0.369106,0.6234,-0.485649,0.612794,1.0
75,0.776867,-0.481817,0.405375,0.270536,0.836753,0.476081,-0.568582,-0.260183,0.780395,0.71516,0.032732,-0.698193,0.318083,0.874232,0.366797,0.622389,-0.484402,0.614804,1.0
76,0.776876,-0.481712,0.405483,0.270315,0.836771,0.476175,-0.568676,-0.260321,0.780282,0.714436,0.032208,-0.698958,0.318753,0.874281,0.366098,0.622877,-0.484349,0.614352,1.0
77,0.776887,-0.48181,0.405346,0.270511,0.83674,0.476119,-0.568568,-0.26024,0.780387,0.712595,0.033941,-0.700753,0.319555,0.873499,0.367264,0.624573,-0.48564,0.611605,1.0
78,0.776994,-0.48467,0.401712,0.271955,0.833957,0.480161,-0.567731,-0.263835,0.779789,0.71117,0.032319,-0.702275,0.321272,0.87359,0.365544,0.625315,-0.485586,0.610889,1.0
79,0.777304,-0.484607,0.40119,0.271866,0.833819,0.480451,-0.567351,-0.264386,0.779879,0.709629,0.030774,-0.703902,0.322933,0.873724,0.363758,0.626211,-0.485447,0.610082,1.0
80,0.777291,-0.484417,0.401445,0.271653,0.833956,0.480336,-0.56747,-0.264307,0.779819,0.708758,0.029912,-0.704816,0.323856,0.8738,0.362751,0.62672,-0.485362,0.609625,1.0
81,0.775853,-0.485327,0.403123,0.27054,0.833149,0.482359,-0.569964,-0.265179,0.777702,0.705563,0.032023,-0.707922,0.325453,0.872751,0.363847,0.629492,-0.487112,0.605359,1.0
82,0.778486,-0.485936,0.397273,0.272899,0.832033,0.482957,-0.56523,-0.267559,0.780337,0.705343,0.032443,-0.708123,0.325796,0.872357,0.364485,0.629561,-0.487791,0.604741,1.0
83,0.778905,-0.485297,0.397231,0.272743,0.832493,0.48225,-0.564727,-0.267285,0.780795,0.705372,0.03182,-0.708121,0.326505,0.872116,0.364426,0.629161,-0.488261,0.604777,1.0
84,0.779719,-0.486061,0.39469,0.273591,0.831491,0.483496,-0.563191,-0.269008,0.781312,0.704361,0.030834,-0.709171,0.32758,0.872191,0.363281,0.629734,-0.488192,0.604237,1.0
85,0.781316,-0.487733,0.389436,0.27577,0.829525,0.485632,-0.559906,-0.272037,0.782623,0.707361,0.036666,-0.705901,0.321289,0.872851,0.367292,0.629614,-0.486606,0.60564,1.0
86,0.781224,-0.48737,0.390074,0.275527,0.829914,0.485105,-0.560154,-0.271499,0.782633,0.712386,0.044012,-0.700406,0.313481,0.872971,0.373699,0.627881,-0.485782,0.608095,1.0
87,0.782027,-0.487965,0.387714,0.276209,0.829014,0.486254,-0.558696,-0.273174,0.783092,0.713353,0.044351,-0.699399,0.313243,0.872573,0.374825,0.626901,-0.486465,0.60856,1.0
88,0.782818,-0.488376,0.385595,0.276685,0.828242,0.487297,-0.557351,-0.274777,0.783489,0.715176,0.044929,-0.697498,0.312973,0.871708,0.377055,0.624956,-0.487959,0.609363,1.0
89,0.783363,-0.488703,0.384071,0.277052,0.827667,0.488065,-0.556402,-0.275924,0.783761,0.714786,0.048765,-0.69764,0.308577,0.873213,0.377198,0.627583,-0.484892,0.609112,1.0
90,0.783606,-0.488906,0.383316,0.277317,0.827388,0.488388,-0.555927,-0.276404,0.783929,0.715883,0.049251,-0.696479,0.308222,0.872763,0.378526,0.626505,-0.485651,0.609616,1.0
91,0.78437,-0.489884,0.380495,0.278733,0.826355,0.489331,-0.554139,-0.27776,0.784715,0.719942,0.051516,-0.692119,0.306234,0.871335,0.3834,0.622819,-0.487976,0.611534,1.0
92,0.784296,-0.489657,0.380938,0.278464,0.826559,0.489139,-0.554379,-0.277553,0.784619,0.720767,0.051771,-0.69124,0.306046,0.870981,0.384352,0.621956,-0.48858,0.61193,1.0
93,0.786457,-0.488941,0.377386,0.279794,0.82675,0.488055,-0.550635,-0.278244,0.787007,0.72039,0.051429,-0.691659,0.306463,0.871009,0.383958,0.622188,-0.488567,0.611705,1.0
94,0.786399,-0.489018,0.377408,0.279761,0.826672,0.488206,-0.550735,-0.278341,0.786903,0.720235,0.0513,-0.691829,0.30667,0.870985,0.383846,0.622265,-0.488623,0.611582,1.0
95,0.786322,-0.488809,0.377839,0.279574,0.826898,0.487932,-0.55094,-0.278037,0.786866,0.720133,0.05125,-0.69194,0.306753,0.870992,0.383763,0.622342,-0.488615,0.61151,1.0
96,0.785731,-0.491124,0.376062,0.280795,0.824899,0.490606,-0.551162,-0.279888,0.786054,0.718698,0.059785,-0.692746,0.296999,0.874441,0.383591,0.628699,-0.481432,0.610704,1.0
97,0.783356,-0.492759,0.378867,0.279335,0.823596,0.493619,-0.555269,-0.280849,0.782815,0.72042,0.060981,-0.690851,0.296114,0.873721,0.38591,0.627145,-0.482588,0.611389,1.0
98,0.779847,-0.497236,0.380254,0.283114,0.821957,0.494198,-0.558286,-0.277744,0.781776,0.720385,0.060954,-0.690889,0.296232,0.87366,0.385958,0.627128,-0.482702,0.611316,1.0
99,0.782049,-0.501344,0.370206,0.28857,0.81781,0.497909,-0.552382,-0.282559,0.784241,0.719504,0.065091,-0.69143,0.291517,0.875333,0.385757,0.630341,-0.479118,0.610831,1.0
100,0.784481,-0.500059,0.366782,0.289919,0.818552,0.495901,-0.54821,-0.282688,0.787116,0.720364,0.070452,-0.690008,0.285664,0.876397,0.387714,0.632037,-0.476406,0.611199,1.0
101,0.786551,-0.499049,0.363711,0.29061,0.818824,0.495046,-0.544868,-0.283682,0.789076,0.720333,0.070423,-0.690043,0.285691,0.876406,0.387674,0.63206,-0.476394,0.611185,1.0
102,0.786513,-0.498959,0.363917,0.29021,0.818765,0.495378,-0.545137,-0.284009,0.788773,0.720209,0.070295,-0.690186,0.285837,0.876421,0.387534,0.632135,-0.476386,0.611113,1.0
103,0.786422,-0.49814,0.365234,0.289078,0.819354,0.495068,-0.545869,-0.283751,0.788359,0.719989,0.070087,-0.690435,0.286162,0.876385,0.387375,0.632238,-0.476483,0.610932,1.0
104,0.787769,-0.496264,0.364883,0.288887,0.820845,0.492704,-0.544024,-0.282727,0.790001,0.71983,0.06993,-0.690617,0.286357,0.876393,0.387212,0.632331,-0.47649,0.610829,1.0
105,0.787705,-0.495927,0.365481,0.288117,0.820945,0.492988,-0.544526,-0.283028,0.789547,0.719455,0.06955,-0.691047,0.286733,0.876482,0.386733,0.632588,-0.476383,0.610647,1.0
106,0.787655,-0.495852,0.36569,0.287954,0.820996,0.492997,-0.544684,-0.28301,0.789444,0.719356,0.06946,-0.691159,0.28689,0.876456,0.386675,0.632629,-0.476444,0.610557,1.0
107,0.78766,-0.495958,0.365537,0.287915,0.82083,0.493296,-0.544698,-0.283306,0.789329,0.720776,0.070415,-0.689581,0.286074,0.875933,0.38846,0.631381,-0.477264,0.611208,1.0
108,0.788935,-0.494489,0.364776,0.288137,0.822031,0.491162,-0.542732,-0.28239,0.79101,0.720791,0.070399,-0.689567,0.286094,0.875921,0.388473,0.631355,-0.477289,0.611215,1.0
109,0.790881,-0.493833,0.361434,0.28935,0.822176,0.490205,-0.539242,-0.283113,0.793135,0.719772,0.074448,-0.690206,0.28146,0.877554,0.388173,0.634592,-0.473662,0.610684,1.0
110,0.791812,-0.495131,0.357598,0.290813,0.820504,0.492137,-0.537084,-0.285686,0.793677,0.719658,0.074338,-0.690336,0.281771,0.877431,0.388226,0.634583,-0.473907,0.610505,1.0
111,0.791816,-0.495177,0.357526,0.290854,0.82046,0.492187,-0.537056,-0.285734,0.793678,0.71956,0.074238,-0.69045,0.281952,0.877394,0.388177,0.634615,-0.47399,0.610406,1.0
112,0.797574,-0.49149,0.349733,0.293119,0.8225,0.487416,-0.527216,-0.286237,0.800069,0.719312,0.073993,-0.690734,0.282212,0.877441,0.387881,0.634779,-0.473941,0.610273,1.0
113,0.800533,-0.489654,0.34552,0.293825,0.82319,0.485823,-0.522315,-0.287395,0.802864,0.719211,0.073894,-0.69085,0.282308,0.877468,0.387752,0.634851,-0.473908,0.610224,1.0
114,0.796136,-0.495263,0.347678,0.293922,0.818735,0.493236,-0.528938,-0.290493,0.797394,0.719151,0.07383,-0.690919,0.282295,0.877539,0.387601,0.634925,-0.473787,0.610242,1.0
115,0.795275,-0.496651,0.347668,0.294792,0.817912,0.494081,-0.529748,-0.290441,0.796875,0.719135,0.073814,-0.690937,0.282212,0.877616,0.387487,0.634979,-0.473647,0.610294,1.0
116,0.796103,-0.49805,0.343751,0.297044,0.8165,0.495067,-0.527241,-0.292015,0.797961,0.718813,0.073496,-0.691306,0.282453,0.877749,0.38701,0.635238,-0.473449,0.610178,1.0
117,0.796131,-0.498502,0.343028,0.297464,0.816057,0.495544,-0.526961,-0.29248,0.797976,0.720486,0.074661,-0.689438,0.281394,0.877183,0.389059,0.633811,-0.474316,0.610989,1.0
118,0.797801,-0.498115,0.339697,0.298436,0.81581,0.495367,-0.523879,-0.293827,0.79951,0.722031,0.075712,-0.687705,0.280384,0.876689,0.390897,0.632499,-0.475061,0.611768,1.0
119,0.80152,-0.495951,0.334061,0.300406,0.817016,0.492179,-0.51703,-0.294137,0.803842,0.727758,0.084608,-0.680594,0.270942,0.876171,0.39864,0.630045,-0.474515,0.614717,1.0
120,0.802092,-0.497569,0.33026,0.302517,0.815336,0.49367,-0.514908,-0.296059,0.804498,0.732169,0.087564,-0.67547,0.26813,0.874574,0.404012,0.626126,-0.476919,0.616858,1.0
121,0.804061,-0.498793,0.323557,0.304396,0.81284,0.496621,-0.510712,-0.300824,0.805404,0.732824,0.087657,-0.674747,0.268064,0.874269,0.404715,0.625387,-0.47746,0.617188,1.0
122,0.804716,-0.499603,0.320667,0.305805,0.811826,0.497415,-0.508836,-0.302216,0.80607,0.732295,0.087083,-0.675395,0.268627,0.874425,0.404003,0.625765,-0.477279,0.616945,1.0
123,0.802132,-0.503115,0.321648,0.306694,0.809275,0.50101,-0.512368,-0.303229,0.803448,0.730854,0.090801,-0.676466,0.264268,0.87616,0.40312,0.629296,-0.47339,0.61635,1.0
124,0.801486,-0.50559,0.319372,0.308311,0.806959,0.503748,-0.51241,-0.305281,0.802645,0.730735,0.090687,-0.676609,0.264421,0.876165,0.403007,0.629369,-0.473402,0.616266,1.0
125,0.804038,-0.504168,0.315179,0.309793,0.807678,0.501681,-0.507494,-0.30573,0.805591,0.730621,0.090586,-0.676747,0.264562,0.876171,0.402903,0.629443,-0.473411,0.616183,1.0
126,0.806656,-0.502903,0.310471,0.311138,0.807973,0.500371,-0.502492,-0.307028,0.808229,0.730588,0.090595,-0.67678,0.264606,0.876146,0.402927,0.629462,-0.473454,0.61613,1.0
127,0.807298,-0.503549,0.307744,0.311955,0.806789,0.50177,-0.500951,-0.309076,0.808405,0.729958,0.08999,-0.677541,0.265268,0.876291,0.402177,0.629915,-0.473303,0.615784,1.0
128,0.809221,-0.502348,0.30464,0.312796,0.807325,0.500383,-0.49731,-0.309631,0.810438,0.72968,0.089706,-0.677878,0.265526,0.876388,0.401793,0.630128,-0.473175,0.615664,1.0
129,0.80912,-0.503538,0.302939,0.313381,0.80583,0.502423,-0.497107,-0.311586,0.809813,0.731213,0.090771,-0.676082,0.264445,0.875883,0.403605,0.628805,-0.473908,0.616453,1.0
130,0.805979,-0.507727,0.304318,0.313898,0.802457,0.507473,-0.50186,-0.313488,0.806139,0.731127,0.090677,-0.676188,0.264484,0.875949,0.403437,0.628889,-0.473804,0.616447,1.0
131,0.807268,-0.509094,0.298563,0.316618,0.800497,0.508877,-0.498066,-0.31627,0.807404,0.732613,0.091708,-0.674438,0.263484,0.875414,0.405247,0.627577,-0.474594,0.617176,1.0
132,0.807855,-0.509684,0.29596,0.317766,0.799578,0.509606,-0.496381,-0.317641,0.807904,0.732558,0.091662,-0.674504,0.263516,0.875443,0.405165,0.627628,-0.474549,0.617158,1.0
133,0.808481,-0.509709,0.294201,0.318184,0.799109,0.510081,-0.495092,-0.318781,0.808246,0.734082,0.092752,-0.672696,0.262473,0.874879,0.407053,0.626283,-0.475375,0.617889,1.0
134,0.812147,-0.508829,0.285497,0.320922,0.798233,0.509738,-0.487263,-0.32236,0.811577,0.733915,0.092584,-0.6729,0.262666,0.87491,0.406862,0.626397,-0.475351,0.617791,1.0
135,0.812874,-0.507736,0.285373,0.320584,0.799101,0.508587,-0.486271,-0.321932,0.812342,0.73382,0.092479,-0.673019,0.262751,0.874953,0.406715,0.626473,-0.475293,0.61776,1.0
136,0.812814,-0.507841,0.28536,0.32061,0.799003,0.508726,-0.486355,-0.322011,0.81226,0.735408,0.093613,-0.671126,0.261575,0.874427,0.408601,0.625102,-0.476038,0.618574,1.0
